ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
6331	NUNMunken4	hoe	ádɔ̂ŋ / bìdɔ᷇ːŋ	ádɔ̂ŋ	a.⁵/a d ɔ.⁵¹/ɔ ŋ		7 1 7 4	XBYN	ATUN	43	43.A.V 43.T.C 43.U.V 43.N.c	1.5 1.75 1.3 0.8	a.⁵/adɔ.⁵¹/ɔŋ	0	1636	- a.⁵/a d ɔ.⁵¹/ɔ ŋ
6332	NEAMunken1	hoe	ádɔ᷇ːŋ / bídɔ᷇ːŋ	ádɔ᷇ːŋ	a.⁵/a d ɔː.⁵³/ɔː ŋ		7 1 7 4	XBYN	ATUN	34	34.A.V 34.T.C 34.U.V 34.N.c	1.5 1.75 1.3 0.8	a.⁵/adɔː.⁵³/ɔːŋ	0	1636	- a.⁵/a d ɔː.⁵³/ɔː ŋ
6333	TNTMunken2	hoe	ādɔ̄ŋ / bìdɔ̄ːŋ	ādɔ̄ŋ	a.³/a d ɔ.³/ɔ ŋ		7 1 7 4	XBYN	ATUN	47	47.A.V 47.T.C 47.U.V 47.N.c	1.5 1.75 1.3 0.8	a.³/adɔ.³/ɔŋ	0	1636	- a.³/a d ɔ.³/ɔ ŋ
6334	MCANgun3	hoe	kə́dɔ᷇ːŋ/ bídɔ᷇ːŋ	kə́dɔ᷇ːŋ	k ə.⁵/ə d ɔː.⁵³/ɔː ŋ		1 7 1 7 4	AXBYN	KETUN	26	26.K.C 26.E.V 26.T.C 26.U.V 26.N.c	2.0 1.5 1.75 1.3 0.8	kə.⁵/ədɔː.⁵³/ɔːŋ	0	1636	k ə.⁵/ə d ɔː.⁵³/ɔː ŋ
6335	KBMNgun4	hoe	kə́dɔ᷇ːŋ/ bídɔ᷇ːŋ	kə́dɔ᷇ːŋ	k ə.⁵/ə d ɔː.⁵³/ɔː ŋ		1 7 1 7 4	AXBYN	KETUN	15	15.K.C 15.E.V 15.T.C 15.U.V 15.N.c	2.0 1.5 1.75 1.3 0.8	kə.⁵/ədɔː.⁵³/ɔːŋ	0	1636	k ə.⁵/ə d ɔː.⁵³/ɔː ŋ
6336	WCANgun1	hoe	kʊ́dɔ᷇ːŋ / bídɔ᷇ːŋ	kʊ́dɔ᷇ːŋ	k ʊ.⁵/ʊ d ɔː.⁵³/ɔː ŋ		1 7 1 7 4	AXBYN	KYTUN	48	48.K.C 48.Y.V 48.T.C 48.U.V 48.N.c	2.0 1.5 1.75 1.3 0.8	kʊ.⁵/ʊdɔː.⁵³/ɔːŋ	0	1636	k ʊ.⁵/ʊ d ɔː.⁵³/ɔː ŋ
6337	AOMNgun2	hoe	kə̀dɔ̂ŋ ~kə́dɔ᷇ːŋ / bìdɔ̂ŋ ~bídɔ᷇ːŋ	kə̀dɔ̂ŋ	k ə.¹/ə d ɔ.⁵¹/ɔ ŋ		1 7 1 7 4	AXBYN	KETUN	3	3.K.C 3.E.V 3.T.C 3.U.V 3.N.c	2.0 1.5 1.75 1.3 0.8	kə.¹/ədɔ.⁵¹/ɔŋ	0	1636	k ə.¹/ə d ɔ.⁵¹/ɔ ŋ
6338	APBMumfu1	hoe	ŋ̀kɔ̄ːm / ŋkɔ̂ːmyə̌	ŋ̀kɔ̄ːm	ŋ.¹/ŋ k ɔː.³/ɔː m		4 1 7 4	ACYN	NKUM	4	4.N.C 4.K.C 4.U.V 4.M.c	2.0 1.5 1.3 0.8	ŋ.¹/ŋkɔː.³/ɔːm	0	1621	ŋ.¹/ŋ k - ɔː.³/ɔː m
6339	DNMMumfu2	hoe	ŋkɔ́m~ŋkɔ̂m / ŋkɔ̂myɛ̌n~ŋkɔ̂m	ŋkɔ́m	ŋ k ɔ.⁵/ɔ m		4 1 7 4	ACYN	NKUM	9	9.N.C 9.K.C 9.U.V 9.M.c	2.0 1.5 1.3 0.8	ŋkɔ.⁵/ɔm	0	1621	ŋ k - ɔ.⁵/ɔ m
6340	BKBMashi2	hoe	dzə̀k / dzə́k	dzə̀k	d z ə.¹/ə k		1 3 7 1	ACXN	TSEK	6	6.T.C 6.S.C 6.E.V 6.K.c	2.0 1.5 1.5 0.8	dzə.¹/ək	0	1625	d z ə.¹/ə k
6341	KFKMashi1	hoe	dzə̀k / dzə̂kyə̌	dzə̀k	d z ə.¹/ə k		1 3 7 1	ACXN	TSEK	21	21.T.C 21.S.C 21.E.V 21.K.c	2.0 1.5 1.5 0.8	dzə.¹/ək	0	1625	d z ə.¹/ə k
6342	ABSMissong1	hoe	ŋ̀kwòm / bàŋkwòm	ŋ̀kwom	ŋ.¹/ŋ k w o.³/o m		4 1 6 7 4	ACCYN	NKWUM	1	1.N.C 1.K.C 1.W.C 1.U.V 1.M.c	2.0 1.5 1.5 1.3 0.8	ŋ.¹/ŋkwo.³/om	0	1621	ŋ.¹/ŋ k w o.³/o m
6343	AGAMissong2	hoe	ŋ̀kwɔ̀m / bàŋkwɔ̀mbʊ́	ŋ̀kwɔm	ŋ.¹/ŋ k w ɔ.³/ɔ m		4 1 6 7 4	ACCYN	NKWUM	2	2.N.C 2.K.C 2.W.C 2.U.V 2.M.c	2.0 1.5 1.5 1.3 0.8	ŋ.¹/ŋkwɔ.³/ɔm	0	1621	ŋ.¹/ŋ k w ɔ.³/ɔ m
15381	NCCMumfu4	hoe	ŋ̀kɔ̀m / ŋ̀kɔ̀m	ŋ̀kɔm	ŋ.¹/ŋ k ɔ.³/ɔ m		4 1 7 4	ACYN	NKUM	31	31.N.C 31.K.C 31.U.V 31.M.c	2.0 1.5 1.3 0.8	ŋ.¹/ŋkɔ.³/ɔm	0	1621	ŋ.¹/ŋ k - ɔ.³/ɔ m
15382	MEAMumfu3	hoe	ŋkɔ̀m / ŋkɔ᷇ːm	ŋkɔm	ŋ k ɔ.³/ɔ m		4 1 7 4	ACYN	NKUM	27	27.N.C 27.K.C 27.U.V 27.M.c	2.0 1.5 1.3 0.8	ŋkɔ.³/ɔm	0	1621	ŋ k - ɔ.³/ɔ m
15833	NMSMissong4	hoe	ŋ̀kʷɔ̀m / bàŋ̀kʷɔ̀m	ŋ̀kʷɔm	ŋ.¹/ŋ kʷ ɔ.³/ɔ m		4 1 7 4	ACYN	NKUM	41	41.N.C 41.K.C 41.U.V 41.M.c	2.0 1.5 1.3 0.8	ŋ.¹/ŋkʷɔ.³/ɔm	0	1621	ŋ.¹/ŋ kʷ - ɔ.³/ɔ m
15834	NDNMissong5	hoe	ŋ̀kʷòm / bàŋkʷòm	ŋ̀kʷom	ŋ.¹/ŋ kʷ o.³/o m		4 1 7 4	ACYN	NKUM	33	33.N.C 33.K.C 33.U.V 33.M.c	2.0 1.5 1.3 0.8	ŋ.¹/ŋkʷo.³/om	0	1621	ŋ.¹/ŋ kʷ - o.³/o m
16283	BAAMashi4	hoe	dzə̀k / dzə̂k	dzə̀k	d z ə.¹/ə k		1 3 7 1	ACXN	TSEK	5	5.T.C 5.S.C 5.E.V 5.K.c	2.0 1.5 1.5 0.8	dzə.¹/ək	0	1625	d z ə.¹/ə k
16284	NCMMashi5	hoe	dzə̀k / dzə̂k	dzə̀k	d z ə.¹/ə k		1 3 7 1	ACXN	TSEK	32	32.T.C 32.S.C 32.E.V 32.K.c	2.0 1.5 1.5 0.8	dzə.¹/ək	0	1625	d z ə.¹/ə k
2739	NVBAbar7	horn (head)	ɪ̀kpàhà / àŋkpàhàmʷɪ̀	ɪ̀kpàhà	ɪ.¹/ɪ kp a.¹/a h a.¹/a		7 1 7 3 7	XBYBZ	IKAHA	44	44.I.V 44.K.C 44.A.V 44.H.C 44.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.¹/aha.¹/a	0	1652	ɪ.¹/ɪ kp a.¹/a h a.¹/a
2740	ECLAbar8	horn (head)	ɪ̀kpàhà / kìkpàhà	ɪ̀kpàhà	ɪ.¹/ɪ kp a.¹/a h a.¹/a		7 1 7 3 7	XBYBZ	IKAHA	11	11.I.V 11.K.C 11.A.V 11.H.C 11.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.¹/aha.¹/a	0	1652	ɪ.¹/ɪ kp a.¹/a h a.¹/a
2741	NEMAjumbu9	horn (head)	kpàsə̀ / kə́kpásə́~ákpâsə́	kpàsə̀	kp a.¹/a s ə.¹/ə		1 7 3 7	AXBZ	KASE	35	35.K.C 35.A.V 35.S.C 35.E.V	2.0 1.5 1.75 0.8	kpa.¹/asə.¹/ə	0	1652	- kp a.¹/a s ə.¹/ə
2742	KMNAjumbu2	horn (head)	kpâsə̀ / ákpâsə̀~kə́kpâsə̀	kpâsə̀	kp a.⁵¹/a s ə.¹/ə		1 7 3 7	AXBZ	KASE	24	24.K.C 24.A.V 24.S.C 24.E.V	2.0 1.5 1.75 0.8	kpa.⁵¹/asə.¹/ə	0	1652	- kp a.⁵¹/a s ə.¹/ə
2743	KDCAjumbu10	horn (head)	kpâsə̀ / ákpásə̄~kə̀kpàsə̀	kpâsə̀	kp a.⁵¹/a s ə.¹/ə		1 7 3 7	AXBZ	KASE	18	18.K.C 18.A.V 18.S.C 18.E.V	2.0 1.5 1.75 0.8	kpa.⁵¹/asə.¹/ə	0	1652	- kp a.⁵¹/a s ə.¹/ə
2744	ENBBiya1	horn (head)	ɪ̀kpáhá / kə̀kpáhā	ɪ̀kpáhá	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a		7 1 7 3 7	XBYBZ	IKAHA	12	12.I.V 12.K.C 12.A.V 12.H.C 12.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.⁵/aha.⁵/a	0	1652	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a
2745	ICNBiya2	horn (head)	ɪ́kpáhá / ákpáhā	ɪ́kpáhá	ɪ.⁵/ɪ kp a.⁵/a h a.⁵/a		7 1 7 3 7	XBYBZ	IKAHA	13	13.I.V 13.K.C 13.A.V 13.H.C 13.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.⁵/ɪkpa.⁵/aha.⁵/a	0	1652	ɪ.⁵/ɪ kp a.⁵/a h a.⁵/a
2746	NNBBuu3	horn (head)	kə́te᷇ː / ńte᷇ː	kə́te᷇ː	k ə.⁵/ə t eː.⁵³/eː		1 7 1 7	AXBZ	KETE	42	42.K.C 42.E.V 42.T.C 42.E.V	2.0 1.5 1.75 0.8	kə.⁵/əteː.⁵³/eː	0	1649	k ə.⁵/ə t eː.⁵³/eː
2747	MNJBuu4	horn (head)	kə̄tēː / bə̀tēː	kə̄tēː	k ə.³/ə t eː.³/eː		1 7 1 7	AXBZ	KETE	28	28.K.C 28.E.V 28.T.C 28.E.V	2.0 1.5 1.75 0.8	kə.³/əteː.³/eː	0	1649	k ə.³/ə t eː.³/eː
2748	KHKFang12	horn (head)	tə́kə̄ / bə̀tə́kə̄	tə́kə̄	t ə.⁵/ə k ə.³/ə		1 7 1 7	AXBZ	TEKE	22	22.T.C 22.E.V 22.K.C 22.E.V	2.0 1.5 1.75 0.8	tə.⁵/əkə.³/ə	0	1640	t ə.⁵/ə k ə.³/ə
2749	DPNFang13	horn (head)	tə́kə̄ / bə́tə́kə̄	tə́kə̄	t ə.⁵/ə k ə.³/ə		1 7 1 7	AXBZ	TEKE	10	10.T.C 10.E.V 10.K.C 10.E.V	2.0 1.5 1.75 0.8	tə.⁵/əkə.³/ə	0	1640	t ə.⁵/ə k ə.³/ə
2750	JGYKoshin3	horn (head)	kə́tə̂ / bə́tə̂	kə́tə̂	k ə.⁵/ə t ə.⁵¹/ə		1 7 1 7	AXBZ	KETE	14	14.K.C 14.E.V 14.T.C 14.E.V	2.0 1.5 1.75 0.8	kə.⁵/ətə.⁵¹/ə	0	1649	k ə.⁵/ə t ə.⁵¹/ə
2751	TELKoshin4	horn (head)	kə́tə̂ / bə́tə̂	kə́tə̂	k ə.⁵/ə t ə.⁵¹/ə		1 7 1 7	AXBZ	KETE	46	46.K.C 46.E.V 46.T.C 46.E.V	2.0 1.5 1.75 0.8	kə.⁵/ətə.⁵¹/ə	0	1649	k ə.⁵/ə t ə.⁵¹/ə
2752	KCSKung3	horn (head)	ndɔ̄ŋ / sə̀ndɔ̄ŋ	ndɔ̄ŋ	n d ɔ.³/ɔ ŋ		4 1 7 4	ACYN	NTUN	16	16.N.C 16.T.C 16.U.V 16.N.c	2.0 1.5 1.3 0.8	ndɔ.³/ɔŋ	0	1651	n d ɔ.³/ɔ ŋ
2753	NJSKung4	horn (head)	ndɔ́ŋ / sə́ndɔ́ŋ	ndɔ́ŋ	n d ɔ.⁵/ɔ ŋ		4 1 7 4	ACYN	NTUN	38	38.N.C 38.T.C 38.U.V 38.N.c	2.0 1.5 1.3 0.8	ndɔ.⁵/ɔŋ	0	1651	n d ɔ.⁵/ɔ ŋ
2754	NMNMundabli3	horn (head)	tɒ̂ː / tɒ̂	tɒ̂ː	t ɒː.⁵¹/ɒː		1 7	AX	TO	40	40.T.C 40.O.V	2.0 1.5	tɒː.⁵¹/ɒː	0	1640	t ɒː.⁵¹/ɒː - -
2755	CENMundabli2	horn (head)	tɒ̂ɦː / tɒ̂ɦː	tɒ̂ɦː	t ɒ.⁵¹/ɒ ɦː		1 7 3	AXN	TOH	8	8.T.C 8.O.V 8.H.c	2.0 1.5 0.8	tɒ.⁵¹/ɒɦː	0	1640	t ɒ.⁵¹/ɒ ɦː -
2756	LFNMundabli1	horn (head)	tɒ̄~ tɔ̄ / tɒ̄kɔ́  ~ tɔ̄kɔ́	tɒ̄	t ɒ.³/ɒ		1 7	AX	TO	25	25.T.C 25.O.V	2.0 1.5	tɒ.³/ɒ	0	1640	t ɒ.³/ɒ - -
2757	NINMundabli4	horn (head)	tɔ̂ː / tɔ̄ːbɛ́n	tɔ̂ː	t ɔː.⁵¹/ɔː		1 7	AX	TU	37	37.T.C 37.U.V	2.0 1.5	tɔː.⁵¹/ɔː	0	1640	t ɔː.⁵¹/ɔː - -
2758	NGTMunken3	horn (head)	ɪ̀kpàhà / kìkpàhà	ɪ̀kpàhà	ɪ.¹/ɪ kp a.¹/a h a.¹/a		7 1 7 3 7	XBYBZ	IKAHA	36	36.I.V 36.K.C 36.A.V 36.H.C 36.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.¹/aha.¹/a	0	1652	ɪ.¹/ɪ kp a.¹/a h a.¹/a
2759	NUNMunken4	horn (head)	ɪ̀kpàhà / kíkpáhá	ɪ̀kpàhà	ɪ.¹/ɪ kp a.¹/a h a.¹/a		7 1 7 3 7	XBYBZ	IKAHA	43	43.I.V 43.K.C 43.A.V 43.H.C 43.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.¹/aha.¹/a	0	1652	ɪ.¹/ɪ kp a.¹/a h a.¹/a
2760	TNTMunken2	horn (head)	ɪ̀kpàsə̀ / àkpàsə̀	ɪ̀kpàsə̀	ɪ.¹/ɪ kp a.¹/a s ə.¹/ə		7 1 7 3 7	XBYBZ	IKASE	47	47.I.V 47.K.C 47.A.V 47.S.C 47.E.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.¹/asə.¹/ə	0	1652	ɪ.¹/ɪ kp a.¹/a s ə.¹/ə
2761	MCANgun3	horn (head)	ɪ̀kpáhá / kə̀kpáhā	ɪ̀kpáhá	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a		7 1 7 3 7	XBYBZ	IKAHA	26	26.I.V 26.K.C 26.A.V 26.H.C 26.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.⁵/aha.⁵/a	0	1652	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a
2762	KBMNgun4	horn (head)	ɪ̀kpáhá / àkpàhà~kə̀kpàhà	ɪ̀kpáhá	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a		7 1 7 3 7	XBYBZ	IKAHA	15	15.I.V 15.K.C 15.A.V 15.H.C 15.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.⁵/aha.⁵/a	0	1652	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a
2763	WCANgun1	horn (head)	ɪ̀kpáhá / kə̀kpàhà	ɪ̀kpáhá	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a		7 1 7 3 7	XBYBZ	IKAHA	48	48.I.V 48.K.C 48.A.V 48.H.C 48.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.⁵/aha.⁵/a	0	1652	ɪ.¹/ɪ kp a.⁵/a h a.⁵/a
2764	AOMNgun2	horn (head)	ɪ̀kpàhà / kə̀kpàhà	ɪ̀kpàhà	ɪ.¹/ɪ kp a.¹/a h a.¹/a		7 1 7 3 7	XBYBZ	IKAHA	3	3.I.V 3.K.C 3.A.V 3.H.C 3.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.¹/aha.¹/a	0	1652	ɪ.¹/ɪ kp a.¹/a h a.¹/a
2765	APBMumfu1	horn (head)	tɔ᷇ː / tɔ̄ːbə́	tɔ᷇ː	t ɔː.⁵³/ɔː		1 7	AX	TU	4	4.T.C 4.U.V	2.0 1.5	tɔː.⁵³/ɔː	0	1640	t ɔː.⁵³/ɔː - -
2766	DNMMumfu2	horn (head)	tɔ̄~tɔ́hɔ̄ / tɔ̄bɛ́~tɔ̄hɔ̄	tɔ̄	t ɔ.³/ɔ		1 7	AX	TU	9	9.T.C 9.U.V	2.0 1.5	tɔ.³/ɔ	0	1640	t ɔ.³/ɔ - -
2767	BKBMashi2	horn (head)	tú / tʊ́ŋ	tú	t u.¹/u		1 7	AX	TY	6	6.T.C 6.Y.V	2.0 1.5	tu.¹/u	0	1640	t u.¹/u - -
2768	KFKMashi1	horn (head)	tʷú / tʊ́ŋ	tʷú	tʷ u.¹/u		1 7	AX	TY	21	21.T.C 21.Y.V	2.0 1.5	tʷu.¹/u	0	1640	tʷ u.¹/u - -
2769	ABSMissong1	horn (head)	ìkpàhà / àkpàhà	ìkpàhà	i.¹/i kp a.¹/a h a.¹/a		7 1 7 3 7	XBYBZ	IKAHA	1	1.I.V 1.K.C 1.A.V 1.H.C 1.A.V	1.5 1.75 1.3 1.75 0.8	i.¹/ikpa.¹/aha.¹/a	0	1652	i.¹/i kp a.¹/a h a.¹/a
2770	AGAMissong2	horn (head)	ɪ̀kpàhà / ákpáháwú	ɪ̀kpàhà	ɪ.¹/ɪ kp a.¹/a h a.¹/a		7 1 7 3 7	XBYBZ	IKAHA	2	2.I.V 2.K.C 2.A.V 2.H.C 2.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.¹/aha.¹/a	0	1652	ɪ.¹/ɪ kp a.¹/a h a.¹/a
15383	NCCMumfu4	horn (head)	tɔ᷇ː / tɔ᷇ː	tɔ᷇ː	t ɔː.⁵³/ɔː		1 7	AX	TU	31	31.T.C 31.U.V	2.0 1.5	tɔː.⁵³/ɔː	0	1640	t ɔː.⁵³/ɔː - -
15384	MEAMumfu3	horn (head)	tɔ᷇ː ~ tɔ̂ː / tɔ᷇ː	tɔ᷇ː	t ɔː.⁵³/ɔː		1 7	AX	TU	27	27.T.C 27.U.V	2.0 1.5	tɔː.⁵³/ɔː	0	1640	t ɔː.⁵³/ɔː - -
15835	NMSMissong4	horn (head)	ɪ̀kpàhà / àkpàhà ~ kɪ̀kpàhànsə̀	ɪ̀kpàhà	ɪ.¹/ɪ kp a.¹/a h a.¹/a		7 1 7 3 7	XBYBZ	IKAHA	41	41.I.V 41.K.C 41.A.V 41.H.C 41.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.¹/aha.¹/a	0	1652	ɪ.¹/ɪ kp a.¹/a h a.¹/a
15836	NDNMissong5	horn (head)	ɪ̀kpàhà / kìkpáhānsə́~kìkpàhànsə̀~àkpàhà	ɪ̀kpàhà	ɪ.¹/ɪ kp a.¹/a h a.¹/a		7 1 7 3 7	XBYBZ	IKAHA	33	33.I.V 33.K.C 33.A.V 33.H.C 33.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkpa.¹/aha.¹/a	0	1652	ɪ.¹/ɪ kp a.¹/a h a.¹/a
16285	BAAMashi4	horn (head)	túː / tūːwə́ ~ tūːnʊ́	túː	t uː.⁵/uː		1 7	AX	TY	5	5.T.C 5.Y.V	2.0 1.5	tuː.⁵/uː	0	1640	t uː.⁵/uː - -
16286	NCMMashi5	horn (head)	tʊ̌ːŋ ~ tú / tʊ́ːŋ	tʊ̌ːŋ	t ʊː.¹⁵/ʊː ŋ		1 7 4	AXN	TYN	32	32.T.C 32.Y.V 32.N.c	2.0 1.5 0.8	tʊː.¹⁵/ʊːŋ	0	1651	- t ʊː.¹⁵/ʊː ŋ
9479	NVBAbar7	horse	kə̀ŋkéɲàm / ɪ̀ŋkə́ɲàmbî	kə̀ŋkéɲam	k ə.¹/ə ŋ k e.⁵/e ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKENAM	44	44.K.C 44.E.V 44.N.c 44.K.C 44.E.V 44.N.C 44.A.V 44.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋke.⁵/eɲa.³/am	0	1661	k ə.¹/ə ŋ k e.⁵/e ɲ a.³/a m
9480	ECLAbar8	horse	kə̀ŋkèɲàm / bìŋkèɲàm~ŋkéɲàm	kə̀ŋkèɲam	k ə.¹/ə ŋ k e.¹/e ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKENAM	11	11.K.C 11.E.V 11.N.c 11.K.C 11.E.V 11.N.C 11.A.V 11.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋke.¹/eɲa.³/am	0	1661	k ə.¹/ə ŋ k e.¹/e ɲ a.³/a m
9481	NMAAbar1	horse	kékɪ́ɲàm / bíŋkéɲàm	kékɪ́ɲam	k e.⁵/e k ɪ.⁵/ɪ ɲ a.³/a m		1 7 1 7 4 7 4	AXBYBYN	KEKINAM	39	39.K.C 39.E.V 39.K.C 39.I.V 39.N.C 39.A.V 39.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ke.⁵/ekɪ.⁵/ɪɲa.³/am	0	1661	k e.⁵/e - k ɪ.⁵/ɪ ɲ a.³/a m
9482	NACAbar2	horse	kə̀ŋkɪ́ɲàm / bìŋkɪ́ɲàm	kə̀ŋkɪ́ɲam	k ə.¹/ə ŋ k ɪ.⁵/ɪ ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKINAM	30	30.K.C 30.E.V 30.N.c 30.K.C 30.I.V 30.N.C 30.A.V 30.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋkɪ.⁵/ɪɲa.³/am	0	1661	k ə.¹/ə ŋ k ɪ.⁵/ɪ ɲ a.³/a m
9483	NEMAjumbu9	horse	kə̀ⁿkàɲàm / bə̀ⁿkàɲàm	kə̀ⁿkàɲam	k ə.¹/ə n k a.¹/a ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKANAM	35	35.K.C 35.E.V 35.N.c 35.K.C 35.A.V 35.N.C 35.A.V 35.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/ənka.¹/aɲa.³/am	0	1661	k ə.¹/ə n k a.¹/a ɲ a.³/a m
9484	NVIAjumbu1	horse	kə̀ŋkàɲàm / bə̀ŋkàɲàm	kə̀ŋkàɲam	k ə.¹/ə ŋ k a.¹/a ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKANAM	45	45.K.C 45.E.V 45.N.c 45.K.C 45.A.V 45.N.C 45.A.V 45.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋka.¹/aɲa.³/am	0	1661	k ə.¹/ə ŋ k a.¹/a ɲ a.³/a m
9485	KMNAjumbu2	horse	kə̀ŋkàɲàm / bə̀ŋkàɲàm	kə̀ŋkàɲam	k ə.¹/ə ŋ k a.¹/a ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKANAM	24	24.K.C 24.E.V 24.N.c 24.K.C 24.A.V 24.N.C 24.A.V 24.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋka.¹/aɲa.³/am	0	1661	k ə.¹/ə ŋ k a.¹/a ɲ a.³/a m
9486	KDCAjumbu10	horse	kə̀ⁿkàɲàm / bə̀ⁿkàɲàm	kə̀ⁿkàɲam	k ə.¹/ə n k a.¹/a ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKANAM	18	18.K.C 18.E.V 18.N.c 18.K.C 18.A.V 18.N.C 18.A.V 18.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/ənka.¹/aɲa.³/am	0	1661	k ə.¹/ə n k a.¹/a ɲ a.³/a m
9487	ENBBiya1	horse	kə̀ŋkéɲàm / bìŋkéɲàm	kə̀ŋkéɲam	k ə.¹/ə ŋ k e.⁵/e ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKENAM	12	12.K.C 12.E.V 12.N.c 12.K.C 12.E.V 12.N.C 12.A.V 12.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋke.⁵/eɲa.³/am	0	1661	k ə.¹/ə ŋ k e.⁵/e ɲ a.³/a m
9488	ICNBiya2	horse	kə̀ŋkéɲàm / bìŋkéɲàm	kə̀ŋkéɲam	k ə.¹/ə ŋ k e.⁵/e ɲ a.³/a m		1 7 4 1 7 4 7 4	AXMBYBYN	KENKENAM	13	13.K.C 13.E.V 13.N.c 13.K.C 13.E.V 13.N.C 13.A.V 13.M.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kə.¹/əŋke.⁵/eɲa.³/am	0	1661	k ə.¹/ə ŋ k e.⁵/e ɲ a.³/a m
9489	NNBBuu3	horse	kə̀kàɲàm / bə̀kàɲàm	kə̀kàɲam	k ə.¹/ə k a.¹/a ɲ a.³/a m		1 7 1 7 4 7 4	AXBYBYN	KEKANAM	42	42.K.C 42.E.V 42.K.C 42.A.V 42.N.C 42.A.V 42.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kə.¹/əka.¹/aɲa.³/am	0	1661	k ə.¹/ə - k a.¹/a ɲ a.³/a m
9490	MNJBuu4	horse	kə̀kàɲàm / bə̀kàɲàm	kə̀kàɲam	k ə.¹/ə k a.¹/a ɲ a.³/a m		1 7 1 7 4 7 4	AXBYBYN	KEKANAM	28	28.K.C 28.E.V 28.K.C 28.A.V 28.N.C 28.A.V 28.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kə.¹/əka.¹/aɲa.³/am	0	1661	k ə.¹/ə - k a.¹/a ɲ a.³/a m
9491	KEMBuu1	horse	kə̀kàɲàm / bə̀kàɲàm	kə̀kàɲam	k ə.¹/ə k a.¹/a ɲ a.³/a m		1 7 1 7 4 7 4	AXBYBYN	KEKANAM	20	20.K.C 20.E.V 20.K.C 20.A.V 20.N.C 20.A.V 20.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kə.¹/əka.¹/aɲa.³/am	0	1661	k ə.¹/ə - k a.¹/a ɲ a.³/a m
