ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	LEXSTATID	ALIGNMENT
4136	groundnut	KCYBuu2	kə̀tʃɔ́ŋə́ / bə̀tʃɔ́ŋmgbə	k ə.¹/ə tʃ ɔ.⁵/ɔ ŋ ə.⁵/ə	1 7 1 7 4 7	AXBYBZ	KETUNE	18	18.K.C 18.E.V 18.T.C 18.U.V 18.N.C 18.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/ətʃɔ.⁵/ɔŋə.⁵/ə	0	4322	1775	k ə.¹/ə - tʃ ɔ.⁵/ɔ - ŋ - ə.⁵/ə
4137	groundnut	KDVFang1	kə̀tʃɔ́ŋnə́ / bə̀tʃɔ́ŋnə́	k ə.¹/ə tʃ ɔ.⁵/ɔ ŋ n ə.⁵/ə	1 7 1 7 4 4 7	AXBYMBZ	KETUNNE	20	20.K.C 20.E.V 20.T.C 20.U.V 20.N.c 20.N.C 20.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kə.¹/ətʃɔ.⁵/ɔŋnə.⁵/ə	0	4322	1775	k ə.¹/ə - tʃ ɔ.⁵/ɔ ŋ n - ə.⁵/ə
4138	groundnut	KJSFang2	kə̀tʃɔ́ŋnə́/bə̀tʃɔ́ŋnə́	k ə.¹/ə tʃ ɔ.⁵/ɔ ŋ n ə.⁵/ə	1 7 1 7 4 4 7	AXBYMBZ	KETUNNE	24	24.K.C 24.E.V 24.T.C 24.U.V 24.N.c 24.N.C 24.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kə.¹/ətʃɔ.⁵/ɔŋnə.⁵/ə	0	4322	1775	k ə.¹/ə - tʃ ɔ.⁵/ɔ ŋ n - ə.⁵/ə
4139	groundnut	MRYKoshin2	kə̀ntʃɔ́ŋmbə̄ /   bə́ŋʷáŋʷáŋ	k ə.¹/ə n tʃ ɔ.⁵/ɔ ŋm b ə.³/ə	1 7 4 1 7 4 1 7	AXMBYMBZ	KENTUNPE	30	30.K.C 30.E.V 30.N.c 30.T.C 30.U.V 30.N.c 30.P.C 30.E.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	kə.¹/əntʃɔ.⁵/ɔŋmbə.³/ə	0	4322	1775	k ə.¹/ə n tʃ ɔ.⁵/ɔ - ŋm b ə.³/ə
4140	groundnut	ZKGKung1	fə̀tsɔ̌ːŋmbí / ǹtsɔ̌ːŋmbí	f ə.¹/ə ts ɔː.¹⁵/ɔː ŋm b i.⁵/i	3 7 2 7 4 1 7	AXBYMBZ	BECUNPI	53	53.B.C 53.E.V 53.C.C 53.U.V 53.N.c 53.P.C 53.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	fə.¹/ətsɔː.¹⁵/ɔːŋmbi.⁵/i	0	4322	1775	f ə.¹/ə - ts ɔː.¹⁵/ɔː - ŋm b i.⁵/i
4141	groundnut	BNMKung2	fə̀tsɔ̌ːŋmbᵇí / m̀tsɔ̌ːŋmbᵇí	f ə.¹/ə ts ɔː.¹⁵/ɔː ŋm b i.⁵/i	3 7 2 7 4 1 7	AXBYMBZ	BECUNPI	7	7.B.C 7.E.V 7.C.C 7.U.V 7.N.c 7.P.C 7.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	fə.¹/ətsɔː.¹⁵/ɔːŋmbi.⁵/i	0	4322	1775	f ə.¹/ə - ts ɔː.¹⁵/ɔː - ŋm b i.⁵/i
4142	groundnut	LFNMundabli1	tsɔ̄ŋmō ~tsɔ̄ŋmò / tsɔŋmōbó	ts ɔ.³/ɔ ŋm o.³/o	2 7 4 7	AXBZ	CUNU	26	26.C.C 26.U.V 26.N.C 26.U.V	2.0 1.5 1.75 0.8	tsɔ.³/ɔŋmo.³/o	0	4325	1776	ts - ɔ.³/ɔ ŋm - o.³/o
4143	groundnut	NINMundabli4	tsɔ́ŋmə́ / tsɔ́ŋmōbó	ts ɔ.⁵/ɔ ŋm ə.⁵/ə	2 7 4 7	AXBZ	CUNE	39	39.C.C 39.U.V 39.N.C 39.E.V	2.0 1.5 1.75 0.8	tsɔ.⁵/ɔŋmə.⁵/ə	0	4325	1776	ts - ɔ.⁵/ɔ ŋm - ə.⁵/ə
4144	groundnut	NEAMunken1	àntʃɔ́ŋ / bìntʃɔ́ŋ	a.¹/a n tʃ ɔ.⁵/ɔ ŋ	7 4 1 7 4	XMBYN	ANTUN	35	35.A.V 35.N.c 35.T.C 35.U.V 35.N.c	1.5 1.1 1.75 1.3 0.8	a.¹/antʃɔ.⁵/ɔŋ	0	4322	1775	- a.¹/a n tʃ ɔ.⁵/ɔ - ŋ - -
4145	groundnut	TNTMunken2	āntʃɔ̄ŋ / bìntʃɔ̄ŋ	a.³/a n tʃ ɔ.³/ɔ ŋ	7 4 1 7 4	XMBYN	ANTUN	51	51.A.V 51.N.c 51.T.C 51.U.V 51.N.c	1.5 1.1 1.75 1.3 0.8	a.³/antʃɔ.³/ɔŋ	0	4322	1775	- a.³/a n tʃ ɔ.³/ɔ - ŋ - -
4146	groundnut	WCANgun1	kə̀ntʃɔ́ŋɔ́ / bìntʃɔ́ŋɔ́	k ə.¹/ə n tʃ ɔ.⁵/ɔ ŋ ɔ.⁵/ɔ	1 7 4 1 7 4 7	AXMBYBZ	KENTUNU	52	52.K.C 52.E.V 52.N.c 52.T.C 52.U.V 52.N.C 52.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kə.¹/əntʃɔ.⁵/ɔŋɔ.⁵/ɔ	0	4322	1775	k ə.¹/ə n tʃ ɔ.⁵/ɔ - ŋ - ɔ.⁵/ɔ
4147	groundnut	AOMNgun2	kə̀ntʃɔ́ːŋ / bìntʃɔ́ːŋə́	k ə.¹/ə n tʃ ɔː.⁵/ɔː ŋ	1 7 4 1 7 4	AXMBYN	KENTUN	3	3.K.C 3.E.V 3.N.c 3.T.C 3.U.V 3.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kə.¹/əntʃɔː.⁵/ɔːŋ	0	4322	1775	k ə.¹/ə n tʃ ɔː.⁵/ɔː - ŋ - -
4148	groundnut	APBMumfu1	ƙɥɔ̄ŋmə́ / ƙyɔŋmə̀bə́	q ɥ ɔ.³/ɔ ŋm ə.⁵/ə	1 6 7 4 7	ACXBZ	KJUNE	4	4.K.C 4.J.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.5 1.75 0.8	qɥɔ.³/ɔŋmə.⁵/ə	0	4325	1776	q ɥ ɔ.³/ɔ ŋm - ə.⁵/ə
4149	groundnut	DNMMumfu2	kyɔ̂ŋ̈mə́ / ŋkyɔ́ŋ̈mə́bə́	k j ɔ.⁵¹/ɔ ŋˤ m ə.⁵/ə	1 6 7 4 4 7	ACXMBZ	KJUNME	9	9.K.C 9.J.C 9.U.V 9.N.c 9.M.C 9.E.V	2.0 1.5 1.5 1.1 1.75 0.8	kjɔ.⁵¹/ɔŋˤmə.⁵/ə	0	4325	1776	k j ɔ.⁵¹/ɔ ŋˤ m ə.⁵/ə
4150	groundnut	BKBMashi2	tsɔ̄ŋmbɛ̄ / bʊ̀tsɔ́ŋmbɛ́	ts ɔ.³/ɔ ŋm b ɛ.³/ɛ	2 7 4 1 7	AXMBZ	CUNPE	6	6.C.C 6.U.V 6.N.c 6.P.C 6.E.V	2.0 1.5 1.1 1.75 0.8	tsɔ.³/ɔŋmbɛ.³/ɛ	0	4322	1775	- - - ts ɔ.³/ɔ - ŋm b ɛ.³/ɛ
4151	groundnut	KFKMashi1	tsɔ́ŋmbé / bʊ̀tsɔ́ŋmbé	ts ɔ.⁵/ɔ ŋm b e.⁵/e	2 7 4 1 7	AXMBZ	CUNPE	22	22.C.C 22.U.V 22.N.c 22.P.C 22.E.V	2.0 1.5 1.1 1.75 0.8	tsɔ.⁵/ɔŋmbe.⁵/e	0	4322	1775	- - - ts ɔ.⁵/ɔ - ŋm b e.⁵/e
4152	groundnut	ABSMissong1	kìntʃʊ́ŋbə́ / bìntʃʊ́ŋbə́	k i.¹/i n tʃ ʊ.⁵/ʊ ŋ b ə.⁵/ə	1 7 4 1 7 4 1 7	AXMBYMBZ	KINTYNPE	1	1.K.C 1.I.V 1.N.c 1.T.C 1.Y.V 1.N.c 1.P.C 1.E.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	ki.¹/intʃʊ.⁵/ʊŋbə.⁵/ə	0	4322	1775	k i.¹/i n tʃ ʊ.⁵/ʊ - ŋ b ə.⁵/ə
4153	groundnut	AGAMissong2	bìntʃʊ́ŋbə́ / bìntʃʊ́ŋbə́bī	b i.¹/i n tʃ ʊ.⁵/ʊ ŋ b ə.⁵/ə	1 7 4 1 7 4 1 7	AXMBYMBZ	PINTYNPE	2	2.P.C 2.I.V 2.N.c 2.T.C 2.Y.V 2.N.c 2.P.C 2.E.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	bi.¹/intʃʊ.⁵/ʊŋbə.⁵/ə	0	4322	1775	b i.¹/i n tʃ ʊ.⁵/ʊ - ŋ b ə.⁵/ə
16769	groundnut	NFKBiya7	kə̀ntʃɔ́ŋmbé~kə̀ntʃɔ́ŋ / bìntʃɔ́ŋmbé	k ə.¹/ə n tʃ ɔ.⁵/ɔ ŋm b e.⁵/e	1 7 4 1 7 4 1 7	AXMBYMBZ	KENTUNPE	37	37.K.C 37.E.V 37.N.c 37.T.C 37.U.V 37.N.c 37.P.C 37.E.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	kə.¹/əntʃɔ.⁵/ɔŋmbe.⁵/e	0	4322	1775	k ə.¹/ə n tʃ ɔ.⁵/ɔ - ŋm b e.⁵/e
16770	groundnut	FBCBiya8	kə̀ntʃɔ́ŋ / bìntʃɔ́ŋ	k ə.¹/ə n tʃ ɔ.⁵/ɔ ŋ	1 7 4 1 7 4	AXMBYN	KENTUN	13	13.K.C 13.E.V 13.N.c 13.T.C 13.U.V 13.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kə.¹/əntʃɔ.⁵/ɔŋ	0	4322	1775	k ə.¹/ə n tʃ ɔ.⁵/ɔ - ŋ - -
16771	groundnut	ENBBiya1	kə̀ntʃɔ́ŋ / bìntʃɔ́ŋ	k ə.¹/ə n tʃ ɔ.⁵/ɔ ŋ	1 7 4 1 7 4	AXMBYN	KENTUN	12	12.K.C 12.E.V 12.N.c 12.T.C 12.U.V 12.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kə.¹/əntʃɔ.⁵/ɔŋ	0	4322	1775	k ə.¹/ə n tʃ ɔ.⁵/ɔ - ŋ - -
16772	groundnut	ICNBiya2	ńtʃɔ́ŋmbɛ́ / bə̀ntʃɔ́ŋ	n.⁵/n tʃ ɔ.⁵/ɔ ŋm b ɛ.⁵/ɛ	4 1 7 4 1 7	ACYMBZ	NTUNPE	14	14.N.C 14.T.C 14.U.V 14.N.c 14.P.C 14.E.V	2.0 1.5 1.3 1.1 1.75 0.8	n.⁵/ntʃɔ.⁵/ɔŋmbɛ.⁵/ɛ	0	4322	1775	- - n.⁵/n tʃ ɔ.⁵/ɔ - ŋm b ɛ.⁵/ɛ
7744	groundnut basket	NVIAjumbu1	kə́táːmə́ / bə̀táːmə́	k ə.⁵/ə t aː.⁵/aː m ə.⁵/ə	1 7 1 7 4 7	AXBYBZ	KETAME	49	49.K.C 49.E.V 49.T.C 49.A.V 49.M.C 49.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.⁵/ətaː.⁵/aːmə.⁵/ə	0	4326	1777	k ə.⁵/ə - t - aː.⁵/aː m ə.⁵/ə
7745	groundnut basket	KEMBuu1	táːmnə́ / kə̀támnə́nə́	t aː.⁵/aː m n ə.⁵/ə	1 7 4 4 7	AXMBZ	TAMNE	21	21.T.C 21.A.V 21.M.c 21.N.C 21.E.V	2.0 1.5 1.1 1.75 0.8	taː.⁵/aːmnə.⁵/ə	0	4328	1778	t - aː.⁵/aː m n ə.⁵/ə
7746	groundnut basket	KCYBuu2	támnə́ / kə̀támnə́	t a.⁵/a m n ə.⁵/ə	1 7 4 4 7	AXMBZ	TAMNE	18	18.T.C 18.A.V 18.M.c 18.N.C 18.E.V	2.0 1.5 1.1 1.75 0.8	ta.⁵/amnə.⁵/ə	0	4328	1778	t - a.⁵/a m n ə.⁵/ə
7747	groundnut basket	LFNMundabli1	tɥǒm / tɥōmbó	t ɥ o.¹⁵/o m	1 6 7 4	ACXN	TJUM	26	26.T.C 26.J.C 26.U.V 26.M.c	2.0 1.5 1.5 0.8	tɥo.¹⁵/om	0	4328	1778	t ɥ o.¹⁵/o m - -
7748	groundnut basket	NINMundabli4	twǒːm / twǒːmbó	t w oː.¹⁵/oː m	1 6 7 4	ACXN	TWUM	39	39.T.C 39.W.C 39.U.V 39.M.c	2.0 1.5 1.5 0.8	twoː.¹⁵/oːm	0	4328	1778	t w oː.¹⁵/oː m - -
7749	groundnut basket	NEAMunken1	àntáːmə́ / bìntáːmə́	a.¹/a n t aː.⁵/aː m ə.⁵/ə	7 4 1 7 4 7	XMBYBZ	ANTAME	35	35.A.V 35.N.c 35.T.C 35.A.V 35.M.C 35.E.V	1.5 1.1 1.75 1.3 1.75 0.8	a.¹/antaː.⁵/aːmə.⁵/ə	0	4326	1777	- a.¹/a n t - aː.⁵/aː m ə.⁵/ə
7750	groundnut basket	TNTMunken2	àntáːmə́ / bìntáːmə́	a.¹/a n t aː.⁵/aː m ə.⁵/ə	7 4 1 7 4 7	XMBYBZ	ANTAME	51	51.A.V 51.N.c 51.T.C 51.A.V 51.M.C 51.E.V	1.5 1.1 1.75 1.3 1.75 0.8	a.¹/antaː.⁵/aːmə.⁵/ə	0	4326	1777	- a.¹/a n t - aː.⁵/aː m ə.⁵/ə
7751	groundnut basket	WCANgun1	kə̀ntáːmə́ / bìntáːmə́	k ə.¹/ə n t aː.⁵/aː m ə.⁵/ə	1 7 4 1 7 4 7	AXMBYBZ	KENTAME	52	52.K.C 52.E.V 52.N.c 52.T.C 52.A.V 52.M.C 52.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kə.¹/əntaː.⁵/aːmə.⁵/ə	0	4326	1777	k ə.¹/ə n t - aː.⁵/aː m ə.⁵/ə
7752	groundnut basket	AOMNgun2	kə̀ntáːmɨ̃́ / bìntáːmɨ̃́	k ə.¹/ə n t aː.⁵/aː m ɨ̃.⁵/ɨ̃	1 7 4 1 7 4 7	AXMBYBZ	KENTAMI	3	3.K.C 3.E.V 3.N.c 3.T.C 3.A.V 3.M.C 3.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kə.¹/əntaː.⁵/aːmɨ̃.⁵/ɨ̃	0	4326	1777	k ə.¹/ə n t - aː.⁵/aː m ɨ̃.⁵/ɨ̃
7753	groundnut basket	APBMumfu1	tǎːm / tǎːmbə́	t aː.¹⁵/aː m	1 7 4	AXN	TAM	4	4.T.C 4.A.V 4.M.c	2.0 1.5 0.8	taː.¹⁵/aːm	0	4328	1778	t - aː.¹⁵/aː m - -
7754	groundnut basket	DNMMumfu2	kyàːkyɔ́ŋ̈mə́ / kyàːkyɔ́ŋ̈mə́	k j aː.¹/aː k j ɔ.⁵/ɔ ŋˤ m ə.⁵/ə	1 6 7 1 6 7 4 4 7	ACXBCYMBZ	KJAKJUNME	9	9.K.C 9.J.C 9.A.V 9.K.C 9.J.C 9.U.V 9.N.c 9.M.C 9.E.V	2.0 1.5 1.5 1.75 1.5 1.3 1.1 1.75 0.8	kjaː.¹/aːkjɔ.⁵/ɔŋˤmə.⁵/ə	0	4330	1780	k j aː.¹/aː k j ɔ.⁵/ɔ ŋˤ m ə.⁵/ə
7755	groundnut basket	BKBMashi2	ŋkìkɔ́ ~ ŋkìkɔ́k / bùŋkìkɔ̀ ~ bùŋkìkɔ̀k	ŋ k i.¹/i k ɔ.⁵/ɔ	4 1 7 1 7	ACYBZ	NKIKU	6	6.N.C 6.K.C 6.I.V 6.K.C 6.U.V	2.0 1.5 1.3 1.75 0.8	ŋki.¹/ikɔ.⁵/ɔ	0	4329	1779	ŋ k i.¹/i k ɔ.⁵/ɔ
7756	groundnut basket	KFKMashi1	ŋkɪ̀kɔ́ / bʊ̀ŋkɪ̀kɔ́	ŋ k ɪ.¹/ɪ k ɔ.⁵/ɔ	4 1 7 1 7	ACYBZ	NKIKU	22	22.N.C 22.K.C 22.I.V 22.K.C 22.U.V	2.0 1.5 1.3 1.75 0.8	ŋkɪ.¹/ɪkɔ.⁵/ɔ	0	4329	1779	ŋ k ɪ.¹/ɪ k ɔ.⁵/ɔ
7757	groundnut basket	AGAMissong2	kɪ̀ntyɪ́m~kɪ̀ntɪ́m / bìntɪ́mbī	k ɪ.¹/ɪ n t j ɪ.⁵/ɪ m	1 7 4 1 6 7 4	AXMBCYN	KINTJIM	2	2.K.C 2.I.V 2.N.c 2.T.C 2.J.C 2.I.V 2.M.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	kɪ.¹/ɪntjɪ.⁵/ɪm	0	4326	1777	k ɪ.¹/ɪ n t j ɪ.⁵/ɪ m -
16773	groundnut basket	NFKBiya7	kə̀téːmə́ / bìtéːmə́	k ə.¹/ə t eː.⁵/eː m ə.⁵/ə	1 7 1 7 4 7	AXBYBZ	KETEME	37	37.K.C 37.E.V 37.T.C 37.E.V 37.M.C 37.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/əteː.⁵/eːmə.⁵/ə	0	4326	1777	k ə.¹/ə - t - eː.⁵/eː m ə.⁵/ə
16774	groundnut basket	FBCBiya8	kə̀tɛ́ːmə́ / bìtɛ́ːmə́	k ə.¹/ə t ɛː.⁵/ɛː m ə.⁵/ə	1 7 1 7 4 7	AXBYBZ	KETEME	13	13.K.C 13.E.V 13.T.C 13.E.V 13.M.C 13.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.¹/ətɛː.⁵/ɛːmə.⁵/ə	0	4326	1777	k ə.¹/ə - t - ɛː.⁵/ɛː m ə.⁵/ə
5040	groundnut pudding	LFNMundabli1	ɲāmtsɔ̀ŋmə̄ / ɲàmtsɔ̀ŋmōbō	ɲ a.³/a m ts ɔ.¹/ɔ ŋm ə.³/ə	4 7 4 2 7 4 7	AXMBYBZ	NAMCUNE	26	26.N.C 26.A.V 26.M.c 26.C.C 26.U.V 26.N.C 26.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	ɲa.³/amtsɔ.¹/ɔŋmə.³/ə	0	4339	1785	ɲ a.³/a m ts ɔ.¹/ɔ ŋm ə.³/ə
5041	groundnut pudding	NINMundabli4	báːlə́ / báːlô	b aː.⁵/aː l ə.⁵/ə	1 7 5 7	AXBZ	PALE	39	39.P.C 39.A.V 39.L.C 39.E.V	2.0 1.5 1.75 0.8	baː.⁵/aːlə.⁵/ə	0	4331	1781	b aː.⁵/aː l ə.⁵/ə
5042	groundnut pudding	TNTMunken2	àntʃɔ́ŋɔ́ásámfə́ / bìntʃɔ́ŋbìnsàmfə́	a.¹/a n tʃ ɔ.⁵/ɔ ŋ ɔ.⁵/ɔ a.⁵/a s a.⁵/a m f ə.⁵/ə	7 4 1 7 4 7 7 3 7 4 3 7	XMBYBYYBYMBZ	ANTUNUASAMBE	51	51.A.V 51.N.c 51.T.C 51.U.V 51.N.C 51.U.V 51.A.V 51.S.C 51.A.V 51.M.c 51.B.C 51.E.V	1.5 1.1 1.75 1.3 1.75 1.3 1.3 1.75 1.3 1.1 1.75 0.8	a.¹/antʃɔ.⁵/ɔŋɔ.⁵/ɔa.⁵/asa.⁵/amfə.⁵/ə	0	4342	1786	a.¹/a n tʃ ɔ.⁵/ɔ ŋ ɔ.⁵/ɔ a.⁵/a s a.⁵/a m f ə.⁵/ə
5043	groundnut pudding	WCANgun1	kə̀gɛ̀m / bìgɛ̀m	k ə.¹/ə g ɛ.³/ɛ m	1 7 1 7 4	AXBYN	KEKEM	52	52.K.C 52.E.V 52.K.C 52.E.V 52.M.c	2.0 1.5 1.75 1.3 0.8	kə.¹/əgɛ.³/ɛm	0	4337	1784	k ə.¹/ə g ɛ.³/ɛ m
5044	groundnut pudding	AOMNgun2	báːlɪ́ ~báːlə́ / bɛ̀báːlɪ́	b aː.⁵/aː l ɪ.⁵/ɪ	1 7 5 7	AXBZ	PALI	3	3.P.C 3.A.V 3.L.C 3.I.V	2.0 1.5 1.75 0.8	baː.⁵/aːlɪ.⁵/ɪ	0	4331	1781	b aː.⁵/aː l ɪ.⁵/ɪ
5045	groundnut pudding	APBMumfu1	báːlɪ́ / báːlə́bə́	b aː.⁵/aː l ɪ.⁵/ɪ	1 7 5 7	AXBZ	PALI	4	4.P.C 4.A.V 4.L.C 4.I.V	2.0 1.5 1.75 0.8	baː.⁵/aːlɪ.⁵/ɪ	0	4331	1781	b aː.⁵/aː l ɪ.⁵/ɪ
5046	groundnut pudding	DNMMumfu2	mʊ̀kʊ̀~kɪ̀mùkù	m ʊ.¹/ʊ k ʊ.¹/ʊ	4 7 1 7	AXBZ	MYKY	9	9.M.C 9.Y.V 9.K.C 9.Y.V	2.0 1.5 1.75 0.8	mʊ.¹/ʊkʊ.¹/ʊ	0	4336	1783	m ʊ.¹/ʊ k ʊ.¹/ʊ
5047	groundnut pudding	BKBMashi2	báːlɪ́ / báːlɪ́	b aː.⁵/aː l ɪ.⁵/ɪ	1 7 5 7	AXBZ	PALI	6	6.P.C 6.A.V 6.L.C 6.I.V	2.0 1.5 1.75 0.8	baː.⁵/aːlɪ.⁵/ɪ	0	4331	1781	b aː.⁵/aː l ɪ.⁵/ɪ
5048	groundnut pudding	KFKMashi1	báːlɪ́ / báːlɪ́	b aː.⁵/aː l ɪ.⁵/ɪ	1 7 5 7	AXBZ	PALI	22	22.P.C 22.A.V 22.L.C 22.I.V	2.0 1.5 1.75 0.8	baː.⁵/aːlɪ.⁵/ɪ	0	4331	1781	b aː.⁵/aː l ɪ.⁵/ɪ
5049	groundnut pudding	ABSMissong1	báːlɪ́ / bàbáːlɪ́	b aː.⁵/aː l ɪ.⁵/ɪ	1 7 5 7	AXBZ	PALI	1	1.P.C 1.A.V 1.L.C 1.I.V	2.0 1.5 1.75 0.8	baː.⁵/aːlɪ.⁵/ɪ	0	4331	1781	b aː.⁵/aː l ɪ.⁵/ɪ
5050	groundnut pudding	AGAMissong2	bìntʃʊ́ŋbə́ / bìntʃʊ́ŋbə́bí	b i.¹/i n tʃ ʊ.⁵/ʊ ŋ b ə.⁵/ə	1 7 4 1 7 4 1 7	AXMBYMBZ	PINTYNPE	2	2.P.C 2.I.V 2.N.c 2.T.C 2.Y.V 2.N.c 2.P.C 2.E.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	bi.¹/intʃʊ.⁵/ʊŋbə.⁵/ə	1	4332	1782	b i.¹/i n tʃ ʊ.⁵/ʊ ŋ b ə.⁵/ə
16775	groundnut pudding	NFKBiya7	bàlɪ́ / ø	b a.¹/a l ɪ.⁵/ɪ	1 7 5 7	AXBZ	PALI	37	37.P.C 37.A.V 37.L.C 37.I.V	2.0 1.5 1.75 0.8	ba.¹/alɪ.⁵/ɪ	0	4331	1781	b a.¹/a l ɪ.⁵/ɪ
16776	groundnut pudding	FBCBiya8	kégêm ~ kègèm / bígêm~bìgèm	k e.⁵/e g e.⁵¹/e m	1 7 1 7 4	AXBYN	KEKEM	13	13.K.C 13.E.V 13.K.C 13.E.V 13.M.c	2.0 1.5 1.75 1.3 0.8	ke.⁵/ege.⁵¹/em	0	4337	1784	k e.⁵/e g e.⁵¹/e m
9328	group (cow)	NMAAbar1	ɪ̀kwáhá / ɪ̀kwáhátʃí	ɪ.¹/ɪ k w a.⁵/a h a.⁵/a	7 1 6 7 3 7	XBCYBZ	IKWAHA	42	42.I.V 42.K.C 42.W.C 42.A.V 42.H.C 42.A.V	1.5 1.75 1.5 1.3 1.75 0.8	ɪ.¹/ɪkwa.⁵/aha.⁵/a	0	4346	1789	ɪ.¹/ɪ k w a.⁵/a h a.⁵/a
9329	group (cow)	NACAbar2	kə̀tòː / bìtòː	k ə.¹/ə t oː.¹/oː	1 7 1 7	AXBZ	KETU	31	31.K.C 31.E.V 31.T.C 31.U.V	2.0 1.5 1.75 0.8	kə.¹/ətoː.¹/oː	0	4344	1788	k ə.¹/ə t oː.¹/oː
16777	group (cow)	NFKBiya7	ʊ̀dʲɔ́ŋ / kə̀dʲɔ́ŋ	ʊ.¹/ʊ d j ɔ.⁵/ɔ ŋ	7 1 6 7 4	XBCYN	YTJUN	37	37.Y.V 37.T.C 37.J.C 37.U.V 37.N.c	1.5 1.75 1.5 1.3 0.8	ʊ.¹/ʊdjɔ.⁵/ɔŋ	0	4343	1787	ʊ.¹/ʊ d j ɔ.⁵/ɔ ŋ
16778	group (cow)	FBCBiya8	ʊ̀dʲɔ́ŋ / kə́dʲɔ́ŋnə̄	ʊ.¹/ʊ d j ɔ.⁵/ɔ ŋ	7 1 6 7 4	XBCYN	YTJUN	13	13.Y.V 13.T.C 13.J.C 13.U.V 13.N.c	1.5 1.75 1.5 1.3 0.8	ʊ.¹/ʊdjɔ.⁵/ɔŋ	0	4343	1787	ʊ.¹/ʊ d j ɔ.⁵/ɔ ŋ
13564	grow	NVBAbar7	tá / tétákō / tā / tâː	t a.⁵/a	1 7	AX	TA	48	48.T.C 48.A.V	2.0 1.5	ta.⁵/a	0	4347	1790	t a.⁵/a -
13565	grow	ECLAbar8	tā / tɪ́tákō / tǎ / tâ	t a.³/a	1 7	AX	TA	11	11.T.C 11.A.V	2.0 1.5	ta.³/a	0	4347	1790	t a.³/a -
13566	grow	NEMAjumbu9	kʲá / kʲáːkə̀ / kʲá / kʲá	kʲ a.⁵/a	1 7	AX	KA	36	36.K.C 36.A.V	2.0 1.5	kʲa.⁵/a	1	4353	1793	kʲ a.⁵/a
13567	grow	KDCAjumbu10	kʲá / kʲáːkə̀ / kʲā / kʲā	kʲ a.⁵/a	1 7	AX	KA	19	19.K.C 19.A.V	2.0 1.5	kʲa.⁵/a	0	4353	1793	kʲ a.⁵/a
13568	grow	NNBBuu3	tá / tá kə̂ / tā / tá	t a.⁵/a	1 7	AX	TA	45	45.T.C 45.A.V	2.0 1.5	ta.⁵/a	0	4347	1790	t a.⁵/a -
13569	grow	MNJBuu4	tá / táː kə̂ / téà / téà~tá	t a.⁵/a	1 7	AX	TA	29	29.T.C 29.A.V	2.0 1.5	ta.⁵/a	0	4347	1790	t a.⁵/a -
13570	grow	KHKFang12	lémə́ / léːmə̀ / lémə́ / lémə̄	l e.⁵/e m ə.⁵/ə	5 7 4 7	AXBZ	LEME	23	23.L.C 23.E.V 23.M.C 23.E.V	2.0 1.5 1.75 0.8	le.⁵/emə.⁵/ə	0	4348	1791	l e.⁵/e m ə.⁵/ə
13571	grow	DPNFang13	lɪ̀ːmô / lɪ̀ːmô / lɪ́ːmə́ / lɪ́mə́	l ɪ.¹/ɪ m o.⁵¹/o	5 7 4 7	AXBZ	LIMU	10	10.L.C 10.I.V 10.M.C 10.U.V	2.0 1.5 1.75 0.8	lɪ.¹/ɪmo.⁵¹/o	0	4348	1791	l ɪ.¹/ɪ m o.⁵¹/o
13572	grow	JGYKoshin3	lɪ́ːɲʲá / lɪ́nə́lə̂ / lɪ̌ːɲ / lɪ̌ːɲ	l ɪː.⁵/ɪː ɲʲ a.⁵/a	5 7 4 7	AXBZ	LINA	15	15.L.C 15.I.V 15.N.C 15.A.V	2.0 1.5 1.75 0.8	lɪː.⁵/ɪːɲʲa.⁵/a	0	4348	1792	l ɪː.⁵/ɪː ɲʲ a.⁵/a
