ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	LEXSTATID	ALIGNMENT
15372	hand	NDNMissong5	ʊ́kə̂n / ákə̂n	ʊ ⁵ k ə ⁵¹ n	7 8 1 7 8 4	XTBYTN	Y6KE3N	34	34.Y.V 34.6.T 34.K.C 34.E.V 34.3.T 34.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ʊ⁵kə⁵¹n	0	1639	394	ʊ ⁵ k ə ⁵¹ n - -
15821	hand	BAAMashi4	ŋkə́blɪ́ / ŋkə́blɪ́	ŋ k ə ⁵ b l ɪ ⁵	4 1 7 8 1 5 7 8	ACYTBCYT	NKE6PLI6	5	5.N.C 5.K.C 5.E.V 5.6.T 5.P.C 5.L.C 5.I.V 5.6.T	1.6 1.2 3.0 1.0 1.3 1.2 3.0 1.0	ŋkə⁵blɪ⁵	0	1643	396	ŋ k ə ⁵ b l ɪ ⁵
15822	hand	NCMMashi5	ábáːn / bíbáːn	a ⁵ b aː ⁵ n	7 8 1 7 8 4	XTBYTN	A6PA6N	33	33.A.V 33.6.T 33.P.C 33.A.V 33.6.T 33.N.c	3.0 1.0 1.3 3.0 1.0 0.5	a⁵baː⁵n	0	1639	397	a ⁵ b aː ⁵ n
16793	hand	NFKBiya7	ʊ̀kán / àkán~ɪ̀kán	ʊ ¹ k a ⁵ n	7 8 1 7 8 4	XTBYTN	Y6KA6N	37	37.Y.V 37.6.T 37.K.C 37.A.V 37.6.T 37.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ʊ¹ka⁵n	0	1639	394	ʊ ¹ k a ⁵ n - -
16794	hand	FBCBiya8	ʊ̀kán / àkán	ʊ ¹ k a ⁵ n	7 8 1 7 8 4	XTBYTN	Y6KA6N	13	13.Y.V 13.6.T 13.K.C 13.A.V 13.6.T 13.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ʊ¹ka⁵n	0	1639	394	ʊ ¹ k a ⁵ n - -
16795	hand	ENBBiya1	ʊ́kán / ákán	ʊ ⁵ k a ⁵ n	7 8 1 7 8 4	XTBYTN	Y6KA6N	12	12.Y.V 12.6.T 12.K.C 12.A.V 12.6.T 12.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ʊ⁵ka⁵n	0	1639	394	ʊ ⁵ k a ⁵ n - -
16796	hand	ICNBiya2	ʊ́kán / bʊ́kán	ʊ ⁵ k a ⁵ n	7 8 1 7 8 4	XTBYTN	Y6KA6N	14	14.Y.V 14.6.T 14.K.C 14.A.V 14.6.T 14.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ʊ⁵ka⁵n	0	1639	394	ʊ ⁵ k a ⁵ n - -
18024	hand	NSFBiya5	ʊ̀kán / kə̀kán	ʊ ¹ k a ⁵ n	7 8 1 7 8 4	XTBYTN	Y6KA6N	46	46.Y.V 46.6.T 46.K.C 46.A.V 46.6.T 46.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ʊ¹ka⁵n	0	1639	394	ʊ ¹ k a ⁵ n - -
18025	hand	NJNBiya6	ʊ́kán / ákán	ʊ ⁵ k a ⁵ n	7 8 1 7 8 4	XTBYTN	Y6KA6N	40	40.Y.V 40.6.T 40.K.C 40.A.V 40.6.T 40.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ʊ⁵ka⁵n	0	1639	394	ʊ ⁵ k a ⁵ n - -
919	head	NVBAbar7	ɪ́fê~ɪ̀fɛ̀mó / ḿfê~m̀fɛ̀mó	ɪ ⁵ f e ⁵¹	7 8 3 7 8	XTBYT	I6BE3	48	48.I.V 48.6.T 48.B.C 48.E.V 48.3.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵fe⁵¹	0	1659	400	- ɪ ⁵ f e ⁵¹
920	head	ECLAbar8	ɪ̀fèː / mʷɪ̀ŋfèː	ɪ ¹ f eː ¹	7 8 3 7 8	XTBYT	I6BE6	11	11.I.V 11.6.T 11.B.C 11.E.V 11.6.T	3.0 1.0 1.3 3.0 1.0	ɪ¹feː¹	0	1659	400	- ɪ ¹ f eː ¹
921	head	NMAAbar1	ɪ́fê / mwɪ̀nfè	ɪ ⁵ f e ⁵¹	7 8 3 7 8	XTBYT	I6BE3	42	42.I.V 42.6.T 42.B.C 42.E.V 42.3.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵fe⁵¹	0	1659	400	- ɪ ⁵ f e ⁵¹
922	head	NACAbar2	ɪ̀fè / mə̀ɱfè	ɪ ¹ f e ¹	7 8 3 7 8	XTBYT	I6BE6	31	31.I.V 31.6.T 31.B.C 31.E.V 31.6.T	3.0 1.0 1.3 3.0 1.0	ɪ¹fe¹	0	1659	400	- ɪ ¹ f e ¹
923	head	NEMAjumbu9	kʷú / kʷúlə́kə̄~kə̀kúːlə́	kʷ u ¹	1 7 8	AXT	KY6	36	36.K.C 36.Y.V 36.6.T	1.6 3.0 1.0	kʷu¹	0	1663	402	kʷ u ¹
924	head	NVIAjumbu1	kú / bə̀kʊ́ ~ kú / kúlə́	k u ¹	1 7 8	AXT	KY6	49	49.K.C 49.Y.V 49.6.T	1.6 3.0 1.0	ku¹	0	1663	402	k u ¹
925	head	KMNAjumbu2	kú / kə̀kúːlə́	k u ¹	1 7 8	AXT	KY6	25	25.K.C 25.Y.V 25.6.T	1.6 3.0 1.0	ku¹	0	1663	402	k u ¹
926	head	KDCAjumbu10	kʷú / kə̀kʊ́ːlə́	kʷ u ¹	1 7 8	AXT	KY6	19	19.K.C 19.Y.V 19.6.T	1.6 3.0 1.0	kʷu¹	0	1663	402	kʷ u ¹
927	head	NNBBuu3	fá / kə̄fátə́	f a ⁵	3 7 8	AXT	BA6	45	45.B.C 45.A.V 45.6.T	1.6 3.0 1.0	fa⁵	0	1660	400	f a ⁵ - - -
928	head	MNJBuu4	fā / kə̀fátə́	f a ³	3 7 8	AXT	BA6	29	29.B.C 29.A.V 29.6.T	1.6 3.0 1.0	fa³	0	1660	400	f a ³ - - -
929	head	KEMBuu1	fā / kə̀fátə́	f a ³	3 7 8	AXT	BA6	21	21.B.C 21.A.V 21.6.T	1.6 3.0 1.0	fa³	0	1660	400	f a ³ - - -
930	head	KCYBuu2	fā / kə̀fátə́	f a ³	3 7 8	AXT	BA6	18	18.B.C 18.A.V 18.6.T	1.6 3.0 1.0	fa³	0	1660	400	f a ³ - - -
931	head	KHKFang12	kú / tə̀kú	k u ¹	1 7 8	AXT	KY6	23	23.K.C 23.Y.V 23.6.T	1.6 3.0 1.0	ku¹	0	1663	402	k u ¹
932	head	DPNFang13	kʷú / tə̀kʷú	kʷ u ¹	1 7 8	AXT	KY6	10	10.K.C 10.Y.V 10.6.T	1.6 3.0 1.0	kʷu¹	0	1663	402	kʷ u ¹
933	head	KDVFang1	kú / tə́kú	k u ¹	1 7 8	AXT	KY6	20	20.K.C 20.Y.V 20.6.T	1.6 3.0 1.0	ku¹	0	1663	402	k u ¹
934	head	KJSFang2	kú / kúː~tə̀kúː	k u ¹	1 7 8	AXT	KY6	24	24.K.C 24.Y.V 24.6.T	1.6 3.0 1.0	ku¹	0	1663	402	k u ¹
935	head	JGYKoshin3	kə́ / tə̀kə́	k ə ⁵	1 7 8	AXT	KE6	15	15.K.C 15.E.V 15.6.T	1.6 3.0 1.0	kə⁵	0	1663	402	k ə ⁵
936	head	TELKoshin4	kˣə́ / tə̀kˣə́	kx ə ⁵	1 7 8	AXT	KE6	50	50.K.C 50.E.V 50.6.T	1.6 3.0 1.0	kxə⁵	0	1663	402	kx ə ⁵
937	head	MRYKoshin2	kˣə́ ~ kɨ́ /  tə̀kə́	kx ə ⁵	1 7 8	AXT	KE6	30	30.K.C 30.E.V 30.6.T	1.6 3.0 1.0	kxə⁵	0	1663	402	kx ə ⁵
938	head	KCSKung3	kə̀tú / tū	k ə ¹ t u ¹	1 7 8 1 7 8	AXTBYT	KE6TY6	17	17.K.C 17.E.V 17.6.T 17.T.C 17.Y.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹tu¹	0	1663	401	k ə ¹ t u ¹
939	head	NJSKung4	kə̀tᵗú / ʊ́tᵗú	k ə ¹ t u ¹	1 7 8 1 7 8	AXTBYT	KE6TY6	41	41.K.C 41.E.V 41.6.T 41.T.C 41.Y.V 41.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹tu¹	0	1663	401	k ə ¹ t u ¹
940	head	ZKGKung1	kə̀tʰú / ʊ́tʰú	k ə ¹ tʰ u ¹	1 7 8 1 7 8	AXTBYT	KE6TY6	53	53.K.C 53.E.V 53.6.T 53.T.C 53.Y.V 53.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹tʰu¹	0	1663	401	k ə ¹ tʰ u ¹
941	head	BNMKung2	kə̀tú /ʊ̀tú	k ə ¹ t u ¹	1 7 8 1 7 8	AXTBYT	KE6TY6	7	7.K.C 7.E.V 7.6.T 7.T.C 7.Y.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹tu¹	0	1663	401	k ə ¹ t u ¹
942	head	NMNMundabli3	fó / fɑ́ɦ	f o ⁵	3 7 8	AXT	BU6	43	43.B.C 43.U.V 43.6.T	1.6 3.0 1.0	fo⁵	0	1660	400	f o ⁵ - - -
943	head	CENMundabli2	fó / fáː	f o ⁵	3 7 8	AXT	BU6	8	8.B.C 8.U.V 8.6.T	1.6 3.0 1.0	fo⁵	0	1660	400	f o ⁵ - - -
944	head	LFNMundabli1	fō / fá	f o ³	3 7 8	AXT	BU6	26	26.B.C 26.U.V 26.6.T	1.6 3.0 1.0	fo³	0	1660	400	f o ³ - - -
945	head	NINMundabli4	fōwə̄ / fākə́	f o ³ w ə ³	3 7 8 6 7 8	AXTBYT	BU6WE6	39	39.B.C 39.U.V 39.6.T 39.W.C 39.E.V 39.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fo³wə³	0	1660	400	f o ³ w ə ³
946	head	NGTMunken3	ɪ́fāː / áfàsə́	ɪ ⁵ f aː ³	7 8 3 7 8	XTBYT	I6BA6	38	38.I.V 38.6.T 38.B.C 38.A.V 38.6.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵faː³	0	1659	400	- ɪ ⁵ f aː ³
947	head	NUNMunken4	ɪ́fɛ̂ / áfɛ̂	ɪ ⁵ f ɛ ⁵¹	7 8 3 7 8	XTBYT	I6BE3	47	47.I.V 47.6.T 47.B.C 47.E.V 47.3.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵fɛ⁵¹	0	1659	400	- ɪ ⁵ f ɛ ⁵¹
948	head	NEAMunken1	ɪ̀fɛ̌~ɪ̀fɛ̀/ àfɛ̀~kɪ̀fɛ̀lə̀~áfɛ́	ɪ ¹ f ɛ ¹⁵	7 8 3 7 8	XTBYT	I6BE2	35	35.I.V 35.6.T 35.B.C 35.E.V 35.2.T	3.0 1.0 1.3 3.0 1.0	ɪ¹fɛ¹⁵	0	1659	400	- ɪ ¹ f ɛ ¹⁵
949	head	TNTMunken2	ɪ́fɛ̂ ~ɪ̀fɛ̀ / àfɛ̀ ~ àfɛ̄	ɪ ⁵ f ɛ ⁵¹	7 8 3 7 8	XTBYT	I6BE3	51	51.I.V 51.6.T 51.B.C 51.E.V 51.3.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵fɛ⁵¹	0	1659	400	- ɪ ⁵ f ɛ ⁵¹
950	head	MCANgun3	ɪ̀fɛ̀ / àfɛ̀ː	ɪ ¹ f ɛ ¹	7 8 3 7 8	XTBYT	I6BE6	27	27.I.V 27.6.T 27.B.C 27.E.V 27.6.T	3.0 1.0 1.3 3.0 1.0	ɪ¹fɛ¹	0	1659	400	- ɪ ¹ f ɛ ¹
951	head	KBMNgun4	ɪ̀fɛ̀ / àfɛ̀	ɪ ¹ f ɛ ¹	7 8 3 7 8	XTBYT	I6BE6	16	16.I.V 16.6.T 16.B.C 16.E.V 16.6.T	3.0 1.0 1.3 3.0 1.0	ɪ¹fɛ¹	0	1659	400	- ɪ ¹ f ɛ ¹
952	head	WCANgun1	ɪ́fɛ̂ / áfɛ̂ ~ àfɛ̀lə̀	ɪ ⁵ f ɛ ⁵¹	7 8 3 7 8	XTBYT	I6BE3	52	52.I.V 52.6.T 52.B.C 52.E.V 52.3.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵fɛ⁵¹	0	1659	400	- ɪ ⁵ f ɛ ⁵¹
953	head	AOMNgun2	ɪ́fɛ̂ ~ʊ́fí / áfɛ̂ ~ɪ̀fí	ɪ ⁵ f ɛ ⁵¹	7 8 3 7 8	XTBYT	I6BE3	3	3.I.V 3.6.T 3.B.C 3.E.V 3.3.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵fɛ⁵¹	0	1659	400	- ɪ ⁵ f ɛ ⁵¹
954	head	APBMumfu1	fá / fɛ́ʔ ~ fɛʔɛ	f a ⁵	3 7 8	AXT	BA6	4	4.B.C 4.A.V 4.6.T	1.6 3.0 1.0	fa⁵	0	1660	400	f a ⁵ - - -
955	head	DNMMumfu2	fá / fɛʔɛ	f a ⁵	3 7 8	AXT	BA6	9	9.B.C 9.A.V 9.6.T	1.6 3.0 1.0	fa⁵	0	1660	400	f a ⁵ - - -
956	head	BKBMashi2	fʊ̄ / fʊ́ŋ	f ʊ ³	3 7 8	AXT	BY6	6	6.B.C 6.Y.V 6.6.T	1.6 3.0 1.0	fʊ³	0	1660	400	f ʊ ³ - - -
957	head	KFKMashi1	fʊ̄ / fʊ́ŋ	f ʊ ³	3 7 8	AXT	BY6	22	22.B.C 22.Y.V 22.6.T	1.6 3.0 1.0	fʊ³	0	1660	400	f ʊ ³ - - -
958	head	ABSMissong1	ìfì / áfíwʊ̄	i ¹ f i ¹	7 8 3 7 8	XTBYT	I6BI6	1	1.I.V 1.6.T 1.B.C 1.I.V 1.6.T	3.0 1.0 1.3 3.0 1.0	i¹fi¹	0	1659	400	- i ¹ f i ¹
959	head	AGAMissong2	ìfì / àfìwú	i ¹ f i ¹	7 8 3 7 8	XTBYT	I6BI6	2	2.I.V 2.6.T 2.B.C 2.I.V 2.6.T	3.0 1.0 1.3 3.0 1.0	i¹fi¹	0	1659	400	- i ¹ f i ¹
14921	head	NCCMumfu4	fá / fɛ́ʔ	f a ⁵	3 7 8	AXT	BA6	32	32.B.C 32.A.V 32.6.T	1.6 3.0 1.0	fa⁵	0	1660	400	f a ⁵ - - -
14922	head	MEAMumfu3	fā / fɛ́ʔ ~ fɛ̂ʔ	f a ³	3 7 8	AXT	BA6	28	28.B.C 28.A.V 28.6.T	1.6 3.0 1.0	fa³	0	1660	400	f a ³ - - -
15373	head	NMSMissong4	ɪ́fɪ̂ː / ɪ̀fɪ̀lə̀~àfɪ̀lə̀~àfɪ̀ː	ɪ ⁵ f ɪː ⁵¹	7 8 3 7 8	XTBYT	I6BI3	44	44.I.V 44.6.T 44.B.C 44.I.V 44.3.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵fɪː⁵¹	0	1659	400	- ɪ ⁵ f ɪː ⁵¹
15374	head	NDNMissong5	ɪ̀fɪ̀ / àfɪ̀	ɪ ¹ f ɪ ¹	7 8 3 7 8	XTBYT	I6BI6	34	34.I.V 34.6.T 34.B.C 34.I.V 34.6.T	3.0 1.0 1.3 3.0 1.0	ɪ¹fɪ¹	0	1659	400	- ɪ ¹ f ɪ ¹
15823	head	BAAMashi4	fú / bífú	f u ¹	3 7 8	AXT	BY6	5	5.B.C 5.Y.V 5.6.T	1.6 3.0 1.0	fu¹	0	1660	400	f u ¹ - - -
15824	head	NCMMashi5	fʊ́ / fʊ́ŋ	f ʊ ⁵	3 7 8	AXT	BY6	33	33.B.C 33.Y.V 33.6.T	1.6 3.0 1.0	fʊ⁵	0	1660	400	f ʊ ⁵ - - -
16807	head	NFKBiya7	ɪ̄fɛ̄ / āfɛ̄	ɪ ³ f ɛ ³	7 8 3 7 8	XTBYT	I6BE6	37	37.I.V 37.6.T 37.B.C 37.E.V 37.6.T	3.0 1.0 1.3 3.0 1.0	ɪ³fɛ³	0	1659	400	- ɪ ³ f ɛ ³
16808	head	FBCBiya8	ɪ̀fɛ̀ / àfɛ̀	ɪ ¹ f ɛ ¹	7 8 3 7 8	XTBYT	I6BE6	13	13.I.V 13.6.T 13.B.C 13.E.V 13.6.T	3.0 1.0 1.3 3.0 1.0	ɪ¹fɛ¹	0	1659	400	- ɪ ¹ f ɛ ¹
16809	head	ENBBiya1	ɪ́fɛ́ / áfɛ́	ɪ ⁵ f ɛ ⁵	7 8 3 7 8	XTBYT	I6BE6	12	12.I.V 12.6.T 12.B.C 12.E.V 12.6.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵fɛ⁵	0	1659	400	- ɪ ⁵ f ɛ ⁵
16810	head	ICNBiya2	ɪ́fɛ́ / bʊ́fɛ́	ɪ ⁵ f ɛ ⁵	7 8 3 7 8	XTBYT	I6BE6	14	14.I.V 14.6.T 14.B.C 14.E.V 14.6.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵fɛ⁵	0	1659	400	- ɪ ⁵ f ɛ ⁵
18026	head	NSFBiya5	ɪ̀fɛ̀ / kə̀fɛ̀	ɪ ¹ f ɛ ¹	7 8 3 7 8	XTBYT	I6BE6	46	46.I.V 46.6.T 46.B.C 46.E.V 46.6.T	3.0 1.0 1.3 3.0 1.0	ɪ¹fɛ¹	0	1659	400	- ɪ ¹ f ɛ ¹
18027	head	NJNBiya6	ɪ́fɛ́ / áfɛ́	ɪ ⁵ f ɛ ⁵	7 8 3 7 8	XTBYT	I6BE6	40	40.I.V 40.6.T 40.B.C 40.E.V 40.6.T	3.0 1.0 1.3 3.0 1.0	ɪ⁵fɛ⁵	0	1659	400	- ɪ ⁵ f ɛ ⁵
7642	headpad	NVBAbar7	ɪ̄kǎn / ɪ̄kánə̀kî	ɪ ³ k a ¹⁵ n	7 8 1 7 8 4	XTBYTN	I6KA2N	48	48.I.V 48.6.T 48.K.C 48.A.V 48.2.T 48.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ɪ³ka¹⁵n	0	1667	403	ɪ ³ k - a ¹⁵ n
7643	headpad	ECLAbar8	ɪ̀kxán / kìkxánnō	ɪ ¹ kx a ⁵ n	7 8 1 7 8 4	XTBYTN	I6KA6N	11	11.I.V 11.6.T 11.K.C 11.A.V 11.6.T 11.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ɪ¹kxa⁵n	0	1667	403	ɪ ¹ kx - a ⁵ n
7644	headpad	NEMAjumbu9	kàːlə́ / kə̀kàːlə́	k aː ¹ l ə ⁵	1 7 8 5 7 8	AXTBYT	KA6LE6	36	36.K.C 36.A.V 36.6.T 36.L.C 36.E.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kaː¹lə⁵	0	1680	407	k aː ¹ l ə ⁵
7645	headpad	NVIAjumbu1	kàːlə́ / àkáːlə́~ə̀kə̀káːlə́	k aː ¹ l ə ⁵	1 7 8 5 7 8	AXTBYT	KA6LE6	49	49.K.C 49.A.V 49.6.T 49.L.C 49.E.V 49.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kaː¹lə⁵	0	1680	407	k aː ¹ l ə ⁵
7646	headpad	KMNAjumbu2	kàːlə́ / bə̀káːlə́	k aː ¹ l ə ⁵	1 7 8 5 7 8	AXTBYT	KA6LE6	25	25.K.C 25.A.V 25.6.T 25.L.C 25.E.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kaː¹lə⁵	0	1680	407	k aː ¹ l ə ⁵
7647	headpad	KDCAjumbu10	kàːlə́ / kə́káːlə́	k aː ¹ l ə ⁵	1 7 8 5 7 8	AXTBYT	KA6LE6	19	19.K.C 19.A.V 19.6.T 19.L.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kaː¹lə⁵	0	1680	407	k aː ¹ l ə ⁵
7648	headpad	NNBBuu3	tsǎːn / kə̀tsáːn	ts aː ¹⁵ n	2 7 8 4	AXTN	CA2N	45	45.C.C 45.A.V 45.2.T 45.N.c	1.6 3.0 1.0 0.5	tsaː¹⁵n	0	1667	406	- - - - ts aː ¹⁵ n
7649	headpad	MNJBuu4	tsǎːn / kə̀tsáːntə́	ts aː ¹⁵ n	2 7 8 4	AXTN	CA2N	29	29.C.C 29.A.V 29.2.T 29.N.c	1.6 3.0 1.0 0.5	tsaː¹⁵n	0	1667	406	- - - - ts aː ¹⁵ n
7650	headpad	KEMBuu1	tsǎːn / kə̀tsáːntə́	ts aː ¹⁵ n	2 7 8 4	AXTN	CA2N	21	21.C.C 21.A.V 21.2.T 21.N.c	1.6 3.0 1.0 0.5	tsaː¹⁵n	0	1667	406	- - - - ts aː ¹⁵ n
7651	headpad	KCYBuu2	tsǎːn / ə́tsáːn	ts aː ¹⁵ n	2 7 8 4	AXTN	CA2N	18	18.C.C 18.A.V 18.2.T 18.N.c	1.6 3.0 1.0 0.5	tsaː¹⁵n	0	1667	406	- - - - ts aː ¹⁵ n
7652	headpad	KHKFang12	kə̀ntsân / bə̀ntsân	k ə ¹ n ts a ⁵¹ n	1 7 8 4 2 7 8 4	AXTMBYTN	KE6NCA3N	23	23.K.C 23.E.V 23.6.T 23.N.c 23.C.C 23.A.V 23.3.T 23.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə¹ntsa⁵¹n	0	1672	406	k ə ¹ n ts a ⁵¹ n
7653	headpad	DPNFang13	kə̀ntsân / bə̀ntsân	k ə ¹ n ts a ⁵¹ n	1 7 8 4 2 7 8 4	AXTMBYTN	KE6NCA3N	10	10.K.C 10.E.V 10.6.T 10.N.c 10.C.C 10.A.V 10.3.T 10.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə¹ntsa⁵¹n	0	1672	406	k ə ¹ n ts a ⁵¹ n
7654	headpad	JGYKoshin3	kə̀ntsâɲ / bə̀ntsâɲ	k ə ¹ n ts a ⁵¹ ɲ	1 7 8 4 2 7 8 4	AXTMBYTN	KE6NCA3N	15	15.K.C 15.E.V 15.6.T 15.N.c 15.C.C 15.A.V 15.3.T 15.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə¹ntsa⁵¹ɲ	0	1672	404	k ə ¹ n ts a ⁵¹ ɲ
7655	headpad	TELKoshin4	kə̀ntsâɲ / bə̀ntsâɲ	k ə ¹ n ts a ⁵¹ ɲ	1 7 8 4 2 7 8 4	AXTMBYTN	KE6NCA3N	50	50.K.C 50.E.V 50.6.T 50.N.c 50.C.C 50.A.V 50.3.T 50.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	kə¹ntsa⁵¹ɲ	0	1672	406	k ə ¹ n ts a ⁵¹ ɲ
7656	headpad	MRYKoshin2	kə̀ntsã̀ɪ̃̀ /  bə̀dʒʲè	k ə ¹ n ts ã ¹ ɪ̃ ¹	1 7 8 4 2 7 8 7 8	AXTMBYTYT	KE6NCA6I6	30	30.K.C 30.E.V 30.6.T 30.N.c 30.C.C 30.A.V 30.6.T 30.I.V 30.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 3.0 1.0	kə¹ntsã¹ɪ̃¹	0	1672	405	k ə ¹ n ts ã ¹ ɪ̃ ¹
7657	headpad	KCSKung3	ìkxə́ / sə̀kxə́	i ¹ kx ə ⁵	7 8 1 7 8	XTBYT	I6KE6	17	17.I.V 17.6.T 17.K.C 17.E.V 17.6.T	3.0 1.0 1.3 3.0 1.0	i¹kxə⁵	0	1667	403	i ¹ kx - ə ⁵ -
7658	headpad	NJSKung4	ìkxə́ / sə̀kxə́	i ¹ kx ə ⁵	7 8 1 7 8	XTBYT	I6KE6	41	41.I.V 41.6.T 41.K.C 41.E.V 41.6.T	3.0 1.0 1.3 3.0 1.0	i¹kxə⁵	0	1667	403	i ¹ kx - ə ⁵ -
7659	headpad	NMNMundabli3	ǹtsɛ̀ / ǹtsɛ̀	n ¹ ts ɛ ¹	4 8 2 7 8	ATBYT	N6CE6	43	43.N.C 43.6.T 43.C.C 43.E.V 43.6.T	1.6 1.0 1.3 3.0 1.0	n¹tsɛ¹	0	1670	405	n - ¹ - ts ɛ ¹ - -
7660	headpad	CENMundabli2	ǹtsɛ̀ː / ǹtsɛ̂ː	n ¹ ts ɛː ¹	4 8 2 7 8	ATBYT	N6CE6	8	8.N.C 8.6.T 8.C.C 8.E.V 8.6.T	1.6 1.0 1.3 3.0 1.0	n¹tsɛː¹	0	1670	405	n - ¹ - ts ɛː ¹ - -
7661	headpad	LFNMundabli1	ǹtsɛ̀ː / ntsɛ̀ːbó	n ¹ ts ɛː ¹	4 8 2 7 8	ATBYT	N6CE6	26	26.N.C 26.6.T 26.C.C 26.E.V 26.6.T	1.6 1.0 1.3 3.0 1.0	n¹tsɛː¹	0	1670	405	n - ¹ - ts ɛː ¹ - -
7662	headpad	NINMundabli4	ǹtsɛ̀ / ǹtsɛ̀bó	n ¹ ts ɛ ¹	4 8 2 7 8	ATBYT	N6CE6	39	39.N.C 39.6.T 39.C.C 39.E.V 39.6.T	1.6 1.0 1.3 3.0 1.0	n¹tsɛ¹	0	1670	405	n - ¹ - ts ɛ ¹ - -
7663	headpad	NGTMunken3	ɪ̀kán / kìkánə̄	ɪ ¹ k a ⁵ n	7 8 1 7 8 4	XTBYTN	I6KA6N	38	38.I.V 38.6.T 38.K.C 38.A.V 38.6.T 38.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ɪ¹ka⁵n	0	1667	403	ɪ ¹ k - a ⁵ n
7664	headpad	NUNMunken4	ɪ̀kán / kíkánə̄	ɪ ¹ k a ⁵ n	7 8 1 7 8 4	XTBYTN	I6KA6N	47	47.I.V 47.6.T 47.K.C 47.A.V 47.6.T 47.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ɪ¹ka⁵n	0	1667	403	ɪ ¹ k - a ⁵ n
7665	headpad	NEAMunken1	ɪ́kán / kɪ́káːnə́	ɪ ⁵ k a ⁵ n	7 8 1 7 8 4	XTBYTN	I6KA6N	35	35.I.V 35.6.T 35.K.C 35.A.V 35.6.T 35.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ɪ⁵ka⁵n	0	1667	403	ɪ ⁵ k - a ⁵ n
7666	headpad	TNTMunken2	ɪ̀kán / kìkáːnə́	ɪ ¹ k a ⁵ n	7 8 1 7 8 4	XTBYTN	I6KA6N	51	51.I.V 51.6.T 51.K.C 51.A.V 51.6.T 51.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ɪ¹ka⁵n	0	1667	403	ɪ ¹ k - a ⁵ n
7667	headpad	MCANgun3	ìkán / kə̀kánə̄	i ¹ k a ⁵ n	7 8 1 7 8 4	XTBYTN	I6KA6N	27	27.I.V 27.6.T 27.K.C 27.A.V 27.6.T 27.N.c	3.0 1.0 1.3 3.0 1.0 0.5	i¹ka⁵n	0	1667	403	i ¹ k - a ⁵ n
7668	headpad	KBMNgun4	ìkán / kə̄kánə̄	i ¹ k a ⁵ n	7 8 1 7 8 4	XTBYTN	I6KA6N	16	16.I.V 16.6.T 16.K.C 16.A.V 16.6.T 16.N.c	3.0 1.0 1.3 3.0 1.0 0.5	i¹ka⁵n	0	1667	403	i ¹ k - a ⁵ n
7669	headpad	WCANgun1	ɪ̀kǎːn / kə́káːnə́ ~kə́ka᷇ːn	ɪ ¹ k aː ¹⁵ n	7 8 1 7 8 4	XTBYTN	I6KA2N	52	52.I.V 52.6.T 52.K.C 52.A.V 52.2.T 52.N.c	3.0 1.0 1.3 3.0 1.0 0.5	ɪ¹kaː¹⁵n	0	1667	403	ɪ ¹ k - aː ¹⁵ n
