ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
3712	493_feather	feather	WCANgun1	WCA-Ngun-1	kədzábə́ / bìdzábə́	kədzábə́	k ə.³/ə d z a.⁵/a b ə.⁵/ə	ngun1279					1 7 1 3 7 1 7	AXBCYBZ	KETSAPE	48	48.K.C 48.E.V 48.T.C 48.S.C 48.A.V 48.P.C 48.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.³/ədza.⁵/abə.⁵/ə	0	1146	k ə.³/ə d z a.⁵/a b ə.⁵/ə
3713	493_feather	feather	AOMNgun2	AOM-Ngun-2	kə́bɪ᷇ː / bíbɪ᷇ː	kə́bɪ᷇ː	k ə.⁵/ə b ɪː.⁵³/ɪː	ngun1279					1 7 1 7	AXBZ	KEPI	3	3.K.C 3.E.V 3.P.C 3.I.V	2.0 1.5 1.75 0.8	kə.⁵/əbɪː.⁵³/ɪː	0	1133	k ə.⁵/ə b - - ɪː.⁵³/ɪː
3714	493_feather	feather	APBMumfu1	APB-Mumfu-1	gɔ̀n / gɔ̂nkə̌	gɔ̀n	g ɔ.¹/ɔ n	mufu1234					1 7 4	AXN	KUN	4	4.K.C 4.U.V 4.N.c	2.0 1.5 0.8	gɔ.¹/ɔn	0	1143	g - - ɔ.¹/ɔ - n -
3715	493_feather	feather	BKBMashi2	BKB-Mashi-2	áŋgwə̂ntə̌ŋ / bíŋgwə̂ntə̌ŋ	áŋgwə̂ntə̌ŋ	a.⁵/a ŋ g w ə.⁵¹/ə n t ə.¹⁵/ə ŋ	naki1238		6.62784	10.2378		7 4 1 6 7 4 1 7 4	XMBCYMBYN	ANKWENTEN	6	6.A.V 6.N.c 6.K.C 6.W.C 6.E.V 6.N.c 6.T.C 6.E.V 6.N.c	1.5 1.1 1.75 1.5 1.3 1.1 1.75 1.3 0.8	a.⁵/aŋgwə.⁵¹/əntə.¹⁵/əŋ	0	1137	a.⁵/a ŋ g w ə.⁵¹/ə n t ə.¹⁵/ə ŋ
3716	493_feather	feather	KFKMashi1	KFK-Mashi-1	áŋgwə́ntə̌ŋ / bíŋgwə́ntə̌ŋ	áŋgwə́ntə̌ŋ	a.⁵/a ŋ g w ə.⁵/ə n t ə.¹⁵/ə ŋ	naki1238		6.62784	10.2378		7 4 1 6 7 4 1 7 4	XMBCYMBYN	ANKWENTEN	21	21.A.V 21.N.c 21.K.C 21.W.C 21.E.V 21.N.c 21.T.C 21.E.V 21.N.c	1.5 1.1 1.75 1.5 1.3 1.1 1.75 1.3 0.8	a.⁵/aŋgwə.⁵/əntə.¹⁵/əŋ	0	1137	a.⁵/a ŋ g w ə.⁵/ə n t ə.¹⁵/ə ŋ
3717	493_feather	feather	ABSMissong1	ABS-Missong-1	kíbyɛ᷇ː / bìbyɛ᷇ː	kíbyɛ᷇ː	k i.⁵/i b j ɛː.⁵³/ɛː	miss1255					1 7 1 6 7	AXBCZ	KIPJE	1	1.K.C 1.I.V 1.P.C 1.J.C 1.E.V	2.0 1.5 1.75 1.5 0.8	ki.⁵/ibjɛː.⁵³/ɛː	0	1133	k i.⁵/i b - j ɛː.⁵³/ɛː
3718	493_feather	feather	AGAMissong2	AGA-Missong-2	bìbyɛ̂ː / bìbyɛ᷇ːbí	bìbyɛ̂ː	b i.¹/i b j ɛː.⁵¹/ɛː	miss1255					1 7 1 6 7	AXBCZ	PIPJE	2	2.P.C 2.I.V 2.P.C 2.J.C 2.E.V	2.0 1.5 1.75 1.5 0.8	bi.¹/ibjɛː.⁵¹/ɛː	0	1134	b i.¹/i b j ɛː.⁵¹/ɛː
5193	493_feather	feather	NCCMumfu4	NCC-Mumfu-4	bɔ̂ː / bɔ̂ː	bɔ̂ː	b ɔː.⁵¹/ɔː	mufu1234					1 7	AX	PU	31	31.P.C 31.U.V	2.0 1.5	bɔː.⁵¹/ɔː	0	1160	b ɔː.⁵¹/ɔː
5194	493_feather	feather	MEAMumfu3	MEA-Mumfu-3	gʊ̂n / gʊ̂n	gʊ̂n	g ʊ.¹⁵/ʊ n	mufu1234					1 7 4	AXN	KYN	27	27.K.C 27.Y.V 27.N.c	2.0 1.5 0.8	gʊ.¹⁵/ʊn	0	1143	g - - ʊ.¹⁵/ʊ - n -
5469	493_feather	feather	NMSMissong4	NMS-Missong-4	kɪ́bʲɛ᷇ː / bíbʲɛ᷇ː	kɪ́bʲɛ᷇ː	k ɪ.⁵/ɪ b j ɛː.⁵³/ɛː	miss1255					1 7 1 6 7	AXBCZ	KIPJE	41	41.K.C 41.I.V 41.P.C 41.J.C 41.E.V	2.0 1.5 1.75 1.5 0.8	kɪ.⁵/ɪbjɛː.⁵³/ɛː	0	1133	k ɪ.⁵/ɪ b - j ɛː.⁵³/ɛː
5470	493_feather	feather	NDNMissong5	NDN-Missong-5	kɪ̄zábə́ / bīzábə́	kɪ̄zábə́	k ɪ.³/ɪ z a.⁵/a b ə.⁵/ə	miss1255					1 7 3 7 1 7	AXBYBZ	KISAPE	33	33.K.C 33.I.V 33.S.C 33.A.V 33.P.C 33.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kɪ.³/ɪza.⁵/abə.⁵/ə	0	1146	k ɪ.³/ɪ - z a.⁵/a b ə.⁵/ə
5745	493_feather	feather	BAAMashi4	BAA-Mashi-4	áŋʷə̂ntə̄ː / bíŋʷə̂ntə̄ː	áŋʷə̂ntə̄ː	a.⁵/a ŋʷ ə.⁵¹/ə n t əː.³/əː	naki1238		6.62784	10.2378		7 4 7 4 1 7	XBYMBZ	ANENTE	5	5.A.V 5.N.C 5.E.V 5.N.c 5.T.C 5.E.V	1.5 1.75 1.3 1.1 1.75 0.8	a.⁵/aŋʷə.⁵¹/əntəː.³/əː	0	1137	a.⁵/a ŋʷ - - ə.⁵¹/ə n t əː.³/əː -
5746	493_feather	feather	NCMMashi5	NCM-Mashi-5	áŋʷə̂ntə̌ː / bìŋʷə̂ntə̌ː	áŋʷə̂ntə̌ː	a.⁵/a ŋʷ ə.⁵¹/ə n t əː.¹⁵/əː	naki1238		6.62784	10.2378		7 4 7 4 1 7	XBYMBZ	ANENTE	32	32.A.V 32.N.C 32.E.V 32.N.c 32.T.C 32.E.V	1.5 1.75 1.3 1.1 1.75 0.8	a.⁵/aŋʷə.⁵¹/əntəː.¹⁵/əː	0	1137	a.⁵/a ŋʷ - - ə.⁵¹/ə n t əː.¹⁵/əː -
2794	500_fence	fence	NVBAbar7	NVB-Abar-7	ɪ̀kàfò / ɪ̀káfókɪ̂	ɪ̀kàfò	ɪ.¹/ɪ k a.¹/a f o.¹/o	abar1239					7 1 7 3 7	XBYBZ	IKABU	44	44.I.V 44.K.C 44.A.V 44.B.C 44.U.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪka.¹/afo.¹/o	0	1161	ɪ.¹/ɪ k a.¹/a f o.¹/o
2795	500_fence	fence	ECLAbar8	ECL-Abar-8	ɪ̀kàfò / kìkáfō	ɪ̀kàfò	ɪ.¹/ɪ k a.¹/a f o.¹/o	abar1239					7 1 7 3 7	XBYBZ	IKABU	11	11.I.V 11.K.C 11.A.V 11.B.C 11.U.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪka.¹/afo.¹/o	0	1161	ɪ.¹/ɪ k a.¹/a f o.¹/o
2796	500_fence	fence	NMAAbar1	NMA-Abar-1	ìkàfò / kìkáfō	ìkàfò	i.¹/i k a.¹/a f o.¹/o	abar1239					7 1 7 3 7	XBYBZ	IKABU	39	39.I.V 39.K.C 39.A.V 39.B.C 39.U.V	1.5 1.75 1.3 1.75 0.8	i.¹/ika.¹/afo.¹/o	0	1161	i.¹/i k a.¹/a f o.¹/o
2797	500_fence	fence	NACAbar2	NAC-Abar-2	ìkàfò / kíkáfō	ìkàfò	i.¹/i k a.¹/a f o.¹/o	abar1239					7 1 7 3 7	XBYBZ	IKABU	30	30.I.V 30.K.C 30.A.V 30.B.C 30.U.V	1.5 1.75 1.3 1.75 0.8	i.¹/ika.¹/afo.¹/o	0	1161	i.¹/i k a.¹/a f o.¹/o
2798	500_fence	fence	NEMAjumbu9	NEM-Ajumbu-9	ⁿbɛ̀lə̀ / àⁿbɛ̀lə̀	ⁿbɛ̀lə̀	ⁿb ɛ.¹/ɛ l ə.¹/ə	mbuu1238		6.53792	10.2556		1 7 5 7	AXBZ	PELE	35	35.P.C 35.E.V 35.L.C 35.E.V	2.0 1.5 1.75 0.8	ⁿbɛ.¹/ɛlə.¹/ə	0	1178	- ⁿb ɛ.¹/ɛ l ə.¹/ə
2799	500_fence	fence	NVIAjumbu1	NVI-Ajumbu-1	mbéːlə̀ / àmbéːlə̀	mbéːlə̀	m b eː.⁵/eː l ə.¹/ə	mbuu1238		6.53792	10.2556		4 1 7 5 7	ACYBZ	MPELE	45	45.M.C 45.P.C 45.E.V 45.L.C 45.E.V	2.0 1.5 1.3 1.75 0.8	mbeː.⁵/eːlə.¹/ə	0	1178	m b eː.⁵/eː l ə.¹/ə
2800	500_fence	fence	KMNAjumbu2	KMN-Ajumbu-2	mbɛ̀ːlə̀ / àmbɛ̀ːlə̀	mbɛ̀ːlə̀	m b ɛː.¹/ɛː l ə.¹/ə	mbuu1238		6.53792	10.2556		4 1 7 5 7	ACYBZ	MPELE	24	24.M.C 24.P.C 24.E.V 24.L.C 24.E.V	2.0 1.5 1.3 1.75 0.8	mbɛː.¹/ɛːlə.¹/ə	0	1178	m b ɛː.¹/ɛː l ə.¹/ə
2801	500_fence	fence	KDCAjumbu10	KDC-Ajumbu-10	ⁿbɛ̀lə̀ / àⁿbɛ̀ːlə̀	ⁿbɛ̀lə̀	ⁿb ɛ.¹/ɛ l ə.¹/ə	mbuu1238		6.53792	10.2556		1 7 5 7	AXBZ	PELE	18	18.P.C 18.E.V 18.L.C 18.E.V	2.0 1.5 1.75 0.8	ⁿbɛ.¹/ɛlə.¹/ə	0	1178	- ⁿb ɛ.¹/ɛ l ə.¹/ə
2802	500_fence	fence	ENBBiya1	ENB-Biya-1	ɪ̀kàfə̀ / kə̀káfə̀	ɪ̀kàfə̀	ɪ.¹/ɪ k a.¹/a f ə.¹/ə	biya1235					7 1 7 3 7	XBYBZ	IKABE	12	12.I.V 12.K.C 12.A.V 12.B.C 12.E.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪka.¹/afə.¹/ə	0	1161	ɪ.¹/ɪ k a.¹/a f ə.¹/ə
2803	500_fence	fence	ICNBiya2	ICN-Biya-2	ɪ̀kə̀fə̀~ɪ̀kàfə̀ / kə̀kə̀fə̀	ɪ̀kə̀fə̀	ɪ.¹/ɪ k ə.¹/ə f ə.¹/ə	biya1235					7 1 7 3 7	XBYBZ	IKEBE	13	13.I.V 13.K.C 13.E.V 13.B.C 13.E.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkə.¹/əfə.¹/ə	0	1161	ɪ.¹/ɪ k ə.¹/ə f ə.¹/ə
2804	500_fence	fence	NNBBuu3	NNB-Buu-3	mbàːn / bə̀mbàːn	mbàːn	m b aː.¹/aː n	buuu1246		6.54	10.28		4 1 7 4	ACYN	MPAN	42	42.M.C 42.P.C 42.A.V 42.N.c	2.0 1.5 1.3 0.8	mbaː.¹/aːn	0	1167	m - b aː.¹/aː - - n
2805	500_fence	fence	MNJBuu4	MNJ-Buu-4	mbàːn / bə̀mbàːn	mbàːn	m b aː.¹/aː n	buuu1246		6.54	10.28		4 1 7 4	ACYN	MPAN	28	28.M.C 28.P.C 28.A.V 28.N.c	2.0 1.5 1.3 0.8	mbaː.¹/aːn	0	1167	m - b aː.¹/aː - - n
2806	500_fence	fence	KEMBuu1	KEM-Buu-1	mbàːn / bə̀mbàːn	mbàːn	m b aː.¹/aː n	buuu1246		6.54	10.28		4 1 7 4	ACYN	MPAN	20	20.M.C 20.P.C 20.A.V 20.N.c	2.0 1.5 1.3 0.8	mbaː.¹/aːn	0	1167	m - b aː.¹/aː - - n
2807	500_fence	fence	KCYBuu2	KCY-Buu-2	mbàːn / bə̀mbàːn	mbàːn	m b aː.¹/aː n	buuu1246		6.54	10.28		4 1 7 4	ACYN	MPAN	17	17.M.C 17.P.C 17.A.V 17.N.c	2.0 1.5 1.3 0.8	mbaː.¹/aːn	0	1167	m - b aː.¹/aː - - n
2808	500_fence	fence	KHKFang12	KHK-Fang-12	ⁿbɛ̀n / bə̀ⁿbɛ̀n	ⁿbɛ̀n	ⁿb ɛ.¹/ɛ n	fang1248		6.54384	10.319		1 7 4	AXN	PEN	22	22.P.C 22.E.V 22.N.c	2.0 1.5 0.8	ⁿbɛ.¹/ɛn	0	1167	- - ⁿb ɛ.¹/ɛ - - n
2809	500_fence	fence	DPNFang13	DPN-Fang-13	ⁿbɛ̀n / bə̀ⁿbɛ̀n	ⁿbɛ̀n	ⁿb ɛ.¹/ɛ n	fang1248		6.54384	10.319		1 7 4	AXN	PEN	10	10.P.C 10.E.V 10.N.c	2.0 1.5 0.8	ⁿbɛ.¹/ɛn	0	1167	- - ⁿb ɛ.¹/ɛ - - n
2810	500_fence	fence	KDVFang1	KDV-Fang-1	mbɛ̀ːn (ə̀) / bə̀mbɛ̌ːn	mbɛ̀ːn_	m b ɛː.¹/ɛː n	fang1248		6.54384	10.319		4 1 7 4	ACYN	MPEN	19	19.M.C 19.P.C 19.E.V 19.N.c	2.0 1.5 1.3 0.8	mbɛː.¹/ɛːn	0	1167	m - b ɛː.¹/ɛː - - n
2811	500_fence	fence	JGYKoshin3	JGY-Koshin-3	ⁿbàɲ / bə̀ⁿbàɲ	ⁿbàɲ	ⁿb a.¹/a ɲ	kosh1246		6.5817	10.299		1 7 4	AXN	PAN	14	14.P.C 14.A.V 14.N.c	2.0 1.5 0.8	ⁿba.¹/aɲ	0	1167	- - ⁿb a.¹/a - - ɲ
2812	500_fence	fence	TELKoshin4	TEL-Koshin-4	ⁿbàɲ / bə̀ⁿbàɲ	ⁿbàɲ	ⁿb a.¹/a ɲ	kosh1246		6.5817	10.299		1 7 4	AXN	PAN	46	46.P.C 46.A.V 46.N.c	2.0 1.5 0.8	ⁿba.¹/aɲ	0	1167	- - ⁿb a.¹/a - - ɲ
2813	500_fence	fence	MRYKoshin2	MRY-Koshin-2	mbàɲ /  bòmbàɲ	mbàɲ	m b a.¹/a ɲ	kosh1246		6.5817	10.299		4 1 7 4	ACYN	MPAN	29	29.M.C 29.P.C 29.A.V 29.N.c	2.0 1.5 1.3 0.8	mba.¹/aɲ	0	1167	m - b a.¹/a - - ɲ
2814	500_fence	fence	KCSKung3	KCS-Kung-3	mbàʲ / sə̀mbàʲ	mbàʲ	m b a.¹/a j	kung1260		6.53881	10.2073		4 1 7 6	ACYN	MPAJ	16	16.M.C 16.P.C 16.A.V 16.J.c	2.0 1.5 1.3 0.8	mba.¹/aj	0	1167	m - b a.¹/a - j -
2815	500_fence	fence	NJSKung4	NJS-Kung-4	mbàʲ / sə̀mbàʲ	mbàʲ	m b a.¹/a j	kung1260		6.53881	10.2073		4 1 7 6	ACYN	MPAJ	38	38.M.C 38.P.C 38.A.V 38.J.c	2.0 1.5 1.3 0.8	mba.¹/aj	0	1167	m - b a.¹/a - j -
2816	500_fence	fence	ZKGKung1	ZKG-Kung-1	mbàɪ̀ / sə̀mbàɪ̀	mbàɪ̀	m b a.¹/a ɪ.¹/ɪ	kung1260		6.53881	10.2073		4 1 7 7	ACYZ	MPAI	49	49.M.C 49.P.C 49.A.V 49.I.V	2.0 1.5 1.3 0.8	mba.¹/aɪ.¹/ɪ	0	1167	m - b a.¹/a ɪ.¹/ɪ - -
2817	500_fence	fence	BNMKung2	BNM-Kung-2	mbàɪ̀ / sə̀mbàɪ̀	mbàɪ̀	m b a.¹/a ɪ.¹/ɪ	kung1260		6.53881	10.2073		4 1 7 7	ACYZ	MPAI	7	7.M.C 7.P.C 7.A.V 7.I.V	2.0 1.5 1.3 0.8	mba.¹/aɪ.¹/ɪ	0	1167	m - b a.¹/a ɪ.¹/ɪ - -
2818	500_fence	fence	NMNMundabli3	NMN-Mundabli-3	mbàɲ / mbâɲ	mbàɲ	m b a.¹/a ɲ	mund1340					4 1 7 4	ACYN	MPAN	40	40.M.C 40.P.C 40.A.V 40.N.c	2.0 1.5 1.3 0.8	mba.¹/aɲ	0	1167	m - b a.¹/a - - ɲ
2819	500_fence	fence	CENMundabli2	CEN-Mundabli-2	mbàɦn / mbâɦn	mbàɦn	m b a.¹/a ɦ n	mund1340					4 1 7 3 4	ACYBC	MPAHN	8	8.M.C 8.P.C 8.A.V 8.H.C 8.N.C	2.0 1.5 1.3 1.75 1.5	mba.¹/aɦn	0	1167	m - b a.¹/a - ɦ n
2820	500_fence	fence	LFNMundabli1	LFN-Mundabli-1	mbàːn /mbàːnbó	mbàːn	m b aː.¹/aː n	mund1340					4 1 7 4	ACYN	MPAN	25	25.M.C 25.P.C 25.A.V 25.N.c	2.0 1.5 1.3 0.8	mbaː.¹/aːn	0	1167	m - b aː.¹/aː - - n
2821	500_fence	fence	NINMundabli4	NIN-Mundabli-4	mbàɦ ~mbàn / mbàːnbó	mbàɦ	m b a.¹/a ɦ	mund1340					4 1 7 3	ACYN	MPAH	37	37.M.C 37.P.C 37.A.V 37.H.c	2.0 1.5 1.3 0.8	mba.¹/aɦ	0	1167	m - b a.¹/a - ɦ -
2822	500_fence	fence	NGTMunken3	NGT-Munken-3	ɪ̀kə̀fə̀ / kìkə́fə́	ɪ̀kə̀fə̀	ɪ.¹/ɪ k ə.¹/ə f ə.¹/ə	munk1244					7 1 7 3 7	XBYBZ	IKEBE	36	36.I.V 36.K.C 36.E.V 36.B.C 36.E.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkə.¹/əfə.¹/ə	0	1161	ɪ.¹/ɪ k ə.¹/ə f ə.¹/ə
2823	500_fence	fence	NUNMunken4	NUN-Munken-4	ɪ̀kə̀fə̀ / bíkə́fə̄ ~ kíkə́fə́	ɪ̀kə̀fə̀	ɪ.¹/ɪ k ə.¹/ə f ə.¹/ə	munk1244					7 1 7 3 7	XBYBZ	IKEBE	43	43.I.V 43.K.C 43.E.V 43.B.C 43.E.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪkə.¹/əfə.¹/ə	0	1161	ɪ.¹/ɪ k ə.¹/ə f ə.¹/ə
2824	500_fence	fence	NEAMunken1	NEA-Munken-1	mbàn(ə̀)/ bə̀mbàn(ə́)	mbàn	m b a.¹/a n	munk1244					4 1 7 4	ACYN	MPAN	34	34.M.C 34.P.C 34.A.V 34.N.c	2.0 1.5 1.3 0.8	mba.¹/an	0	1167	m - b a.¹/a - - n
2825	500_fence	fence	TNTMunken2	TNT-Munken-2	ɪ̀kàfə̀ / kìkáfə̄	ɪ̀kàfə̀	ɪ.¹/ɪ k a.¹/a f ə.¹/ə	munk1244					7 1 7 3 7	XBYBZ	IKABE	47	47.I.V 47.K.C 47.A.V 47.B.C 47.E.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪka.¹/afə.¹/ə	0	1161	ɪ.¹/ɪ k a.¹/a f ə.¹/ə
2826	500_fence	fence	MCANgun3	MCA-Ngun-3	ɪ̀kàfə̀ / kə̀káfə̄~àkáfə̄	ɪ̀kàfə̀	ɪ.¹/ɪ k a.¹/a f ə.¹/ə	ngun1279					7 1 7 3 7	XBYBZ	IKABE	26	26.I.V 26.K.C 26.A.V 26.B.C 26.E.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪka.¹/afə.¹/ə	0	1161	ɪ.¹/ɪ k a.¹/a f ə.¹/ə
2827	500_fence	fence	KBMNgun4	KBM-Ngun-4	(ⁿbàːn / bə̀ⁿbàːn) ~ ɪ̀kàfə̀/kə̀káfə̀	ɪ̀kàfə̀	ɪ.¹/ɪ k a.¹/a f ə.¹/ə	ngun1279					7 1 7 3 7	XBYBZ	IKABE	15	15.I.V 15.K.C 15.A.V 15.B.C 15.E.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪka.¹/afə.¹/ə	0	1161	ɪ.¹/ɪ k a.¹/a f ə.¹/ə
2828	500_fence	fence	WCANgun1	WCA-Ngun-1	ìkàfə̀ / kə́káfø	ìkàfə̀	i.¹/i k a.¹/a f ə.¹/ə	ngun1279					7 1 7 3 7	XBYBZ	IKABE	48	48.I.V 48.K.C 48.A.V 48.B.C 48.E.V	1.5 1.75 1.3 1.75 0.8	i.¹/ika.¹/afə.¹/ə	0	1161	i.¹/i k a.¹/a f ə.¹/ə
2829	500_fence	fence	AOMNgun2	AOM-Ngun-2	ɪkàfò / kə́káfō	ɪkàfò	ɪ.³/ɪ k a.¹/a f o.¹/o	ngun1279					7 1 7 3 7	XBYBZ	IKABU	3	3.I.V 3.K.C 3.A.V 3.B.C 3.U.V	1.5 1.75 1.3 1.75 0.8	ɪ.³/ɪka.¹/afo.¹/o	0	1161	ɪ.³/ɪ k a.¹/a f o.¹/o
2830	500_fence	fence	APBMumfu1	APB-Mumfu-1	mbɛ̂ʔn / mbɛ̂ʔnbə̌	mbɛ̂ʔn	m b ɛ.⁵¹/ɛ ʔ n	mufu1234					4 1 7 1 4	ACYBC	MPEHN	4	4.M.C 4.P.C 4.E.V 4.H.C 4.N.C	2.0 1.5 1.3 1.75 1.5	mbɛ.⁵¹/ɛʔn	0	1167	m - b ɛ.⁵¹/ɛ - ʔ n
2831	500_fence	fence	DNMMumfu2	DNM-Mumfu-2	m̀bɛ̌ʔn~mbɛ̀ʔṇ̊ / mbɛ̂ʔn	m̀bɛ̌ʔn	m.¹/m b ɛ.¹⁵/ɛ ʔ n	mufu1234					4 1 7 1 4	ACYBC	MPEHN	9	9.M.C 9.P.C 9.E.V 9.H.C 9.N.C	2.0 1.5 1.3 1.75 1.5	m.¹/mbɛ.¹⁵/ɛʔn	0	1167	m.¹/m - b ɛ.¹⁵/ɛ - ʔ n
2832	500_fence	fence	BKBMashi2	BKB-Mashi-2	mbǎːŋ / bʊ̀mbǎŋ	mbǎːŋ	m b aː.¹⁵/aː ŋ	naki1238		6.62784	10.2378		4 1 7 4	ACYN	MPAN	6	6.M.C 6.P.C 6.A.V 6.N.c	2.0 1.5 1.3 0.8	mbaː.¹⁵/aːŋ	0	1167	m - b aː.¹⁵/aː - - ŋ
2833	500_fence	fence	KFKMashi1	KFK-Mashi-1	mbǎːŋ / bʊ̀mbǎŋ	mbǎːŋ	m b aː.¹⁵/aː ŋ	naki1238		6.62784	10.2378		4 1 7 4	ACYN	MPAN	21	21.M.C 21.P.C 21.A.V 21.N.c	2.0 1.5 1.3 0.8	mbaː.¹⁵/aːŋ	0	1167	m - b aː.¹⁵/aː - - ŋ
2834	500_fence	fence	ABSMissong1	ABS-Missong-1	ɪ̀kàhà / kíkáhá	ɪ̀kàhà	ɪ.¹/ɪ k a.¹/a h a.¹/a	miss1255					7 1 7 3 7	XBYBZ	IKAHA	1	1.I.V 1.K.C 1.A.V 1.H.C 1.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪka.¹/aha.¹/a	0	1161	ɪ.¹/ɪ k a.¹/a h a.¹/a
2835	500_fence	fence	AGAMissong2	AGA-Missong-2	ɪ̀kàhà / ɪ̀kàhàbí	ɪ̀kàhà	ɪ.¹/ɪ k a.¹/a h a.¹/a	miss1255					7 1 7 3 7	XBYBZ	IKAHA	2	2.I.V 2.K.C 2.A.V 2.H.C 2.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪka.¹/aha.¹/a	0	1161	ɪ.¹/ɪ k a.¹/a h a.¹/a
5195	500_fence	fence	NCCMumfu4	NCC-Mumfu-4	ḿmbɛ̂ʔǹ̩ / mbɛ̂ʔǹ̩	ḿmbɛ̂ʔǹ̩	m.⁵/m m b ɛ.⁵¹/ɛ ʔ n.¹/n	mufu1234					4 4 1 7 1 4	AMBYBC	MMPEHN	31	31.M.C 31.M.c 31.P.C 31.E.V 31.H.C 31.N.C	2.0 1.1 1.75 1.3 1.75 1.5	m.⁵/mmbɛ.⁵¹/ɛʔn.¹/n	0	1167	m.⁵/m m b ɛ.⁵¹/ɛ - ʔ n.¹/n
5196	500_fence	fence	MEAMumfu3	MEA-Mumfu-3	mbɛ̂ʔǹ̩ / mbɛ̂ʔń̩	mbɛ̂ʔǹ̩	m b ɛ.⁵¹/ɛ ʔ n.¹/n	mufu1234					4 1 7 1 4	ACYBC	MPEHN	27	27.M.C 27.P.C 27.E.V 27.H.C 27.N.C	2.0 1.5 1.3 1.75 1.5	mbɛ.⁵¹/ɛʔn.¹/n	0	1167	m - b ɛ.⁵¹/ɛ - ʔ n.¹/n
5471	500_fence	fence	NMSMissong4	NMS-Missong-4	ɪ̀kàhà / kìkáhánsə̀	ɪ̀kàhà	ɪ.¹/ɪ k a.¹/a h a.¹/a	miss1255					7 1 7 3 7	XBYBZ	IKAHA	41	41.I.V 41.K.C 41.A.V 41.H.C 41.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪka.¹/aha.¹/a	0	1161	ɪ.¹/ɪ k a.¹/a h a.¹/a
5472	500_fence	fence	NDNMissong5	NDN-Missong-5	ɪ̀kàhà / kíkáhānsə́	ɪ̀kàhà	ɪ.¹/ɪ k a.¹/a h a.¹/a	miss1255					7 1 7 3 7	XBYBZ	IKAHA	33	33.I.V 33.K.C 33.A.V 33.H.C 33.A.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪka.¹/aha.¹/a	0	1161	ɪ.¹/ɪ k a.¹/a h a.¹/a
5747	500_fence	fence	BAAMashi4	BAA-Mashi-4	mbǎːŋ / bʊ̀mbǎːŋbó	mbǎːŋ	m b aː.¹⁵/aː ŋ	naki1238		6.62784	10.2378		4 1 7 4	ACYN	MPAN	5	5.M.C 5.P.C 5.A.V 5.N.c	2.0 1.5 1.3 0.8	mbaː.¹⁵/aːŋ	0	1167	m - b aː.¹⁵/aː - - ŋ
5748	500_fence	fence	NCMMashi5	NCM-Mashi-5	mbǎːŋ / bʊ̀mbǎːŋ	mbǎːŋ	m b aː.¹⁵/aː ŋ	naki1238		6.62784	10.2378		4 1 7 4	ACYN	MPAN	32	32.M.C 32.P.C 32.A.V 32.N.c	2.0 1.5 1.3 0.8	mbaː.¹⁵/aːŋ	0	1167	m - b aː.¹⁵/aː - - ŋ
4839	508_fifteen15	fifteen (15)	NVBAbar7	NVB-Abar-7	dʒʊ́hɛ́kɛ̀kpán	dʒʊ́hɛ́kɛ̀kpán	dʒ ʊ.⁵/ʊ h ɛ.⁵/ɛ k ɛ.¹/ɛ kp a.⁵/a n	abar1239					1 7 3 7 1 7 1 7 4	AXBYBYBYN	TYHEKEKAN	44	44.T.C 44.Y.V 44.H.C 44.E.V 44.K.C 44.E.V 44.K.C 44.A.V 44.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	dʒʊ.⁵/ʊhɛ.⁵/ɛkɛ.¹/ɛkpa.⁵/an	0	1182	dʒ ʊ.⁵/ʊ h ɛ.⁵/ɛ k ɛ.¹/ɛ kp a.⁵/a n -
