ID	Concept	Doculect	Value	Tokens
7645	tree	L11_Pende	mûci	m u c i
7646	two	L11_Pende	iyàdi	i j a d i
7647	urine	L11_Pende	masu	m a s u
7648	village	L11_Pende	dimbo	d i m b o
7649	vomit	L11_Pende	lusa	l u s a
7650	walk	L11_Pende	guwenda	g u w e n d a
7651	war	L11_Pende	ita	i t a
7652	water	L11_Pende	mêya	m e j a
7653	wind	L11_Pende	mupepe	m u p e p e
7654	woman	L11_Pende	mukhetù	m u k h e t u
7655	dew	L11_Pende	o mambo	o m a m b o
7656	iron	L11_Pende	utadi	u t a d i
7657	animal	L31a_Luba-Kasai	mú-ɲiɲé	m u ɲ i ɲ e
7658	arm	L31a_Luba-Kasai	ku-boko	k u b o k o
7659	ashes	L31a_Luba-Kasai	bú-tu	b u t u
7660	bark	L31a_Luba-Kasai	cí-zúbú	c i z u b u
7661	bed	L31a_Luba-Kasai	bulààlu	b u l a a l u
7662	belly	L31a_Luba-Kasai	dí-fu	d i f u
7663	big	L31a_Luba-Kasai	-nené	n e n e
7664	bird	L31a_Luba-Kasai	ɲúúɲí	ɲ u u ɲ i
7665	bite	L31a_Luba-Kasai	kú-sumá	k u s u m a
7666	blood	L31a_Luba-Kasai	má-ʃí	m a ʃ i
7667	bone	L31a_Luba-Kasai	múfubá	m u f u b a
7668	breast	L31a_Luba-Kasai	dí-beelé	d i b e e l e
7669	burn	L31a_Luba-Kasai	kóóʃá kú-óʃá	k o o ʃ a k u o ʃ a
7670	child	L31a_Luba-Kasai	mwena munda	m w e n a m u n d a
7671	cloud	L31a_Luba-Kasai	dí-vúbá	d i v u b a
7672	come	L31a_Luba-Kasai	kú-vwá	k u v w a
7673	count	L31a_Luba-Kasai	-badika 15	b a d i k a
7674	die	L31a_Luba-Kasai	kú-fwa	k u f w a
7675	dog	L31a_Luba-Kasai	m-bwá	m b w a
7676	drink	L31a_Luba-Kasai	kú-nwa	k u n w a
7677	ear	L31a_Luba-Kasai	dí-cí	d i c i
7678	eat	L31a_Luba-Kasai	kú-dya	k u d j a
7679	egg	L31a_Luba-Kasai	dí-yí	d i j i
7680	elephant	L31a_Luba-Kasai	nzevu	n z e v u
7681	eye	L31a_Luba-Kasai	dîsú	d i s u
7682	face	L31a_Luba-Kasai	mpàla	m p a l a
7683	fall	L31a_Luba-Kasai	-pòna 15	p o n a
7684	fat, oil	L31a_Luba-Kasai	ma-fúta	m a f u t a
7685	feather	L31a_Luba-Kasai	lú-sala	l u s a l a
7686	fingernail	L31a_Luba-Kasai	lú-zadí	l u z a d i
7687	fire	L31a_Luba-Kasai	ká-pya	k a p j a
7688	fish	L31a_Luba-Kasai	mú-ʃípá	m u ʃ i p a
7689	five	L31a_Luba-Kasai	-taanu nombre cardinal	t a a n u n o m b r e c a r d i n a l
7690	fly	L31a_Luba-Kasai	-bùùka	b u u k a
7691	four	L31a_Luba-Kasai	-naayi nombre cardinal	n a a j i n o m b r e c a r d i n a l
7692	give	L31a_Luba-Kasai	kú-pa	k u p a
7693	goat	L31a_Luba-Kasai	mbùji	m b u j i
7694	ground, soil	L31a_Luba-Kasai	bú-lóbá	b u l o b a
7695	hair	L31a_Luba-Kasai	lú-súki	l u s u k i
7696	head	L31a_Luba-Kasai	mú-twe	m u t w e
7697	hear	L31a_Luba-Kasai	kúmvwá	k u m v w a
7698	heart	L31a_Luba-Kasai	móóyó	m o o j o
7699	horn	L31a_Luba-Kasai	lúseŋú	l u s e ŋ u
7700	house	L31a_Luba-Kasai	nzùbu	n z u b u
7701	hunger	L31a_Luba-Kasai	nzala	n z a l a
7702	intestine	L31a_Luba-Kasai	dila	d i l a
7703	kill	L31a_Luba-Kasai	kú-ʃípá	k u ʃ i p a
7704	knee	L31a_Luba-Kasai	cí-nú	c i n u
7705	knife	L31a_Luba-Kasai	keelè	k e e l e
7706	know	L31a_Luba-Kasai	kú-máɲá	k u m a ɲ a
7707	leaf	L31a_Luba-Kasai	dyâɲé	d j a ɲ e
7708	leg	L31a_Luba-Kasai	mú-kolo	m u k o l o
7709	liver	L31a_Luba-Kasai	mú-cimá	m u c i m a
7710	louse	L31a_Luba-Kasai	n-kusu	n k u s u
7711	man	L31a_Luba-Kasai	mulume	m u l u m e
7712	moon	L31a_Luba-Kasai	mwenzí	m w e n z i
7713	mouth	L31a_Luba-Kasai	mú-káná	m u k a n a
7714	name	L31a_Luba-Kasai	dîná	d i n a
7715	navel	L31a_Luba-Kasai	mûfu	m u f u
7716	neck	L31a_Luba-Kasai	n-ʃiŋu	n ʃ i ŋ u
7717	night	L31a_Luba-Kasai	bú-tukú	b u t u k u
7718	nose	L31a_Luba-Kasai	dyûlú dí-ulú	d j u l u d i u l u
7719	one	L31a_Luba-Kasai	-mwé	m w e
7720	person	L31a_Luba-Kasai	muntu	m u n t u
7721	rain	L31a_Luba-Kasai	m-vulá	m v u l a
7722	road	L31a_Luba-Kasai	n-zílá	n z i l a
7723	root	L31a_Luba-Kasai	mú-zí	m u z i
7724	salt	L31a_Luba-Kasai	mukèlè(à)	m u k e l e
7725	sand	L31a_Luba-Kasai	lú-séŋá	l u s e ŋ a
7726	see	L31a_Luba-Kasai	kú-moná	k u m o n a
7727	send	L31a_Luba-Kasai	-tùma	t u m a
7728	shame	L31a_Luba-Kasai	bumvu	b u m v u
7729	sing	L31a_Luba-Kasai	-imba	i m b a
7730	skin	L31a_Luba-Kasai	dí-koba	d i k o b a
7731	sky	L31a_Luba-Kasai	dyulu	d j u l u
7732	sleep	L31a_Luba-Kasai	tú-lu	t u l u
7733	smoke	L31a_Luba-Kasai	mwînʃí	m w i n ʃ i
7734	snake	L31a_Luba-Kasai	nnyòka 1	n n j o k a
7735	spear	L31a_Luba-Kasai	difùmà	d i f u m a
7736	steal	L31a_Luba-Kasai	-iba	i b a
7737	stone	L31a_Luba-Kasai	dí-bwé	d i b w e
7738	sun	L31a_Luba-Kasai	dîbá	d i b a
7739	tail	L31a_Luba-Kasai	mú-kilá	m u k i l a
7740	ten	L31a_Luba-Kasai	diikùmi	d i i k u m i
7741	three	L31a_Luba-Kasai	-sàtù pronom numéral cardinal	s a t u p r o n o m n u m e r a l c a r d i n a l
7742	tongue	L31a_Luba-Kasai	lú-dimí	l u d i m i
7743	tooth	L31a_Luba-Kasai	dînú	d i n u
7744	tree	L31a_Luba-Kasai	mú-ci	m u c i
7745	two	L31a_Luba-Kasai	-bidi	b i d i
7746	urine	L31a_Luba-Kasai	mênyi(u)	m e n j i
7747	village	L31a_Luba-Kasai	musòkò(ù)	m u s o k o
7748	vomit	L31a_Luba-Kasai	-lùka	l u k a
7749	walk	L31a_Luba-Kasai	kú-éndá	k u e n d a
7750	war	L31a_Luba-Kasai	mvità	m v i t a
7751	water	L31a_Luba-Kasai	mâyí má-ayí	m a j i m a a j i
7752	woman	L31a_Luba-Kasai	mú-kazi	m u k a z i
7753	dew	L31a_Luba-Kasai	dime(a)	d i m e
7754	iron	L31a_Luba-Kasai	mulonda	m u l o n d a
7755	animal	JD62_Rundi	iɲama	i ɲ a m a
7756	arm	JD62_Rundi	ukuboko	u k u b o k o
7757	ashes	JD62_Rundi	umuɲota	u m u ɲ o t a
7758	bark	JD62_Rundi	igiʃiʃwa	i g i ʃ i ʃ w a
7759	bed	JD62_Rundi	uburiri	u b u r i r i
7760	belly	JD62_Rundi	inda	i n d a
7761	big	JD62_Rundi	-nini	n i n i
7762	bird	JD62_Rundi	iɲoni	i ɲ o n i
7763	bite	JD62_Rundi	kuruma	k u r u m a
7764	blood	JD62_Rundi	amaraso	a m a r a s o
7765	bone	JD62_Rundi	igufa	i g u f a
7766	breast	JD62_Rundi	ibere	i b e r e
7767	burn	JD62_Rundi	guhiʃa	g u h i ʃ a
7768	child	JD62_Rundi	umwana	u m w a n a
7769	cloud	JD62_Rundi	igicu	i g i c u
7770	come	JD62_Rundi	kuza	k u z a
7771	count	JD62_Rundi	guharura	g u h a r u r a
7772	die	JD62_Rundi	gupfa	g u p f a
7773	dog	JD62_Rundi	imbwa	i m b w a
7774	drink	JD62_Rundi	kuɲwa	k u ɲ w a
7775	ear	JD62_Rundi	ugutwi	u g u t w i
7776	eat	JD62_Rundi	kurʸa	k u r j a
7777	egg	JD62_Rundi	igi	i g i
7778	elephant	JD62_Rundi	inzovu	i n z o v u
7779	eye	JD62_Rundi	ijiʃo	i j i ʃ o
7780	face	JD62_Rundi	amaso	a m a s o
7781	fall	JD62_Rundi	kugwa	k u g w a
7782	fat, oil	JD62_Rundi	amavuta	a m a v u t a
7783	feather	JD62_Rundi	ubwoya	u b w o j a
7784	fingernail	JD62_Rundi	urwara	u r w a r a
7785	fire	JD62_Rundi	umuriro	u m u r i r o
7786	fire-wood	JD62_Rundi	inkwi	i n k w i
7787	fish	JD62_Rundi	ifi	i f i
7788	five	JD62_Rundi	-tanu	t a n u
7789	fly	JD62_Rundi	kuguruka	k u g u r u k a
7790	four	JD62_Rundi	-ne	n e
7791	give	JD62_Rundi	guha	g u h a
7792	goat	JD62_Rundi	impere ?	i m p e r e
7793	ground, soil	JD62_Rundi	isi	i s i
7794	hair	JD62_Rundi	umuʃatsi	u m u ʃ a ts i
7795	head	JD62_Rundi	umutwe	u m u t w e
7796	hear	JD62_Rundi	kwumva	k w u m v a
7797	heart	JD62_Rundi	umuʃaha	u m u ʃ a h a
7798	horn	JD62_Rundi	ihembe	i h e m b e
7799	house	JD62_Rundi	inzu	i n z u
7800	hunger	JD62_Rundi	inzara	i n z a r a
7801	intestine	JD62_Rundi	amara	a m a r a
7802	kill	JD62_Rundi	kwica	k w i c a
7803	knee	JD62_Rundi	ivi	i v i
7804	knife	JD62_Rundi	imbugita	i m b u g i t a
7805	know	JD62_Rundi	kumeɲa	k u m e ɲ a
7806	leaf	JD62_Rundi	ibabi	i b a b i
7807	leg	JD62_Rundi	ukuguru	u k u g u r u
7808	liver	JD62_Rundi	igitigu	i g i t i g u
7809	louse	JD62_Rundi	inda	i n d a
7810	man	JD62_Rundi	ingabo	i n g a b o
7811	moon	JD62_Rundi	ukwezi	u k w e z i
7812	mouth	JD62_Rundi	umunwa	u m u n w a
7813	name	JD62_Rundi	izina	i z i n a
7814	navel	JD62_Rundi	umukondo	u m u k o n d o
7815	neck	JD62_Rundi	izosi	i z o s i
7816	night	JD62_Rundi	ijoro	i j o r o
7817	nose	JD62_Rundi	izuru	i z u r u
7818	one	JD62_Rundi	-mwe	m w e
7819	person	JD62_Rundi	umuntu	u m u n t u
7820	rain	JD62_Rundi	imvura	i m v u r a
7821	road	JD62_Rundi	inzira	i n z i r a
7822	root	JD62_Rundi	umuzi	u m u z i
7823	salt	JD62_Rundi	umwuɲu	u m w u ɲ u
7824	sand	JD62_Rundi	umuseɲi	u m u s e ɲ i
7825	see	JD62_Rundi	kubona	k u b o n a
7826	send	JD62_Rundi	gutuma	g u t u m a
7827	shame	JD62_Rundi	isoni	i s o n i
7828	sing	JD62_Rundi	kuririmba ?	k u r i r i m b a
7829	skin	JD62_Rundi	uruhu	u r u h u
7830	sky	JD62_Rundi	ijuru	i j u r u
7831	sleep	JD62_Rundi	amatiro	a m a t i r o
7832	smoke	JD62_Rundi	umwotsi	u m w o ts i
7833	snake	JD62_Rundi	ingoka	i n g o k a
7834	spear	JD62_Rundi	iterano	i t e r a n o
7835	steal	JD62_Rundi	kwiba	k w i b a
7836	stone	JD62_Rundi	ibuye	i b u j e
7837	sun	JD62_Rundi	izuba	i z u b a
7838	tail	JD62_Rundi	umurizo	u m u r i z o
7839	ten	JD62_Rundi	icumi	i c u m i
7840	three	JD62_Rundi	-tatu	t a t u
7841	tongue	JD62_Rundi	ururimi	u r u r i m i
7842	tooth	JD62_Rundi	iriɲo	i r i ɲ o
7843	tree	JD62_Rundi	igiti	i g i t i
7844	two	JD62_Rundi	-biri	b i r i
7845	urine	JD62_Rundi	isobwe	i s o b w e
7846	village	JD62_Rundi	igisagara	i g i s a g a r a
7847	vomit	JD62_Rundi	kuruka	k u r u k a
7848	walk	JD62_Rundi	kutambuka	k u t a m b u k a
7849	war	JD62_Rundi	urugamba	u r u g a m b a
7850	water	JD62_Rundi	amazi	a m a z i
7851	wind	JD62_Rundi	umuyaga	u m u j a g a
7852	woman	JD62_Rundi	umugore(umukazi)	u m u g o r e
7853	dew	JD62_Rundi	urume	u r u m e
7854	iron	JD62_Rundi	ikyuma	i k j u m a
7855	animal	JD64_Shubi	iɲama	i ɲ a m a
7856	arm	JD64_Shubi	ukuboko	u k u b o k o
7857	ashes	JD64_Shubi	umuɲota	u m u ɲ o t a
7858	bark	JD64_Shubi	igiʃiʃwa	i g i ʃ i ʃ w a
7859	bed	JD64_Shubi	ubulili	u b u l i l i
7860	belly	JD64_Shubi	inda	i n d a
7861	big	JD64_Shubi	-nini	n i n i
7862	bird	JD64_Shubi	iɲoni	i ɲ o n i
7863	bite	JD64_Shubi	gukochora	g u k o c h o r a
7864	blood	JD64_Shubi	amaraso	a m a r a s o
7865	bone	JD64_Shubi	igufa	i g u f a
7866	breast	JD64_Shubi	amabeele	a m a b e e l e
7867	burn	JD64_Shubi	guʃa	g u ʃ a
7868	child	JD64_Shubi	umwaana	u m w a a n a
7869	cloud	JD64_Shubi	igichu	i g i c h u
7870	come	JD64_Shubi	kuza	k u z a
7871	count	JD64_Shubi	(gu)haruula	h a r u u l a
7872	die	JD64_Shubi	guhweera	g u h w e e r a
7873	dog	JD64_Shubi	imbwa	i m b w a
7874	drink	JD64_Shubi	kuɲwa	k u ɲ w a
7875	ear	JD64_Shubi	ugutwi	u g u t w i
7876	eat	JD64_Shubi	kudʸa	k u d j a
7877	egg	JD64_Shubi	ihuri	i h u r i
7878	elephant	JD64_Shubi	inzovu	i n z o v u
7879	eye	JD64_Shubi	ijiʃo	i j i ʃ o
7880	face	JD64_Shubi	mumaaso	m u m a a s o
7881	fall	JD64_Shubi	kugwa	k u g w a
7882	fat, oil	JD64_Shubi	amavuuta	a m a v u u t a
7883	feather	JD64_Shubi	amooya	a m o o j a
7884	fingernail	JD64_Shubi	ichara	i c h a r a
7885	fire	JD64_Shubi	umuriro	u m u r i r o
7886	fire-wood	JD64_Shubi	inkwi	i n k w i
7887	fish	JD64_Shubi	ifi	i f i
7888	five	JD64_Shubi	gatanu	g a t a n u
7889	fly	JD64_Shubi	kugaruka	k u g a r u k a
7890	four	JD64_Shubi	kane	k a n e
7891	give	JD64_Shubi	guha	g u h a
7892	goat	JD64_Shubi	impene	i m p e n e
7893	ground, soil	JD64_Shubi	ivu	i v u
7894	hair	JD64_Shubi	umuʃatsi	u m u ʃ a ts i
7895	head	JD64_Shubi	umutwe	u m u t w e
7896	hear	JD64_Shubi	kwuumva	k w u u m v a
7897	heart	JD64_Shubi	umutima	u m u t i m a
7898	horn	JD64_Shubi	ihembe	i h e m b e
7899	house	JD64_Shubi	inzu	i n z u
7900	hunger	JD64_Shubi	inzara	i n z a r a
7901	intestine	JD64_Shubi	amara	a m a r a
7902	kill	JD64_Shubi	kwicha	k w i c h a
7903	knee	JD64_Shubi	ivi	i v i
7904	knife	JD64_Shubi	umuʃo	u m u ʃ o
7905	know	JD64_Shubi	kumeɲa	k u m e ɲ a
7906	leaf	JD64_Shubi	ibabi	i b a b i
7907	leg	JD64_Shubi	ukuguru	u k u g u r u
7908	liver	JD64_Shubi	igitigu	i g i t i g u
7909	louse	JD64_Shubi	iinda	i i n d a
7910	man	JD64_Shubi	umugabo	u m u g a b o
7911	moon	JD64_Shubi	ukweezi	u k w e e z i
7912	mouth	JD64_Shubi	umunwa	u m u n w a
7913	name	JD64_Shubi	izina	i z i n a
7914	navel	JD64_Shubi	umukondo	u m u k o n d o
7915	neck	JD64_Shubi	izosi	i z o s i
7916	night	JD64_Shubi	ijoro	i j o r o
7917	nose	JD64_Shubi	izuuru	i z u u r u
7918	one	JD64_Shubi	limwe	l i m w e
7919	person	JD64_Shubi	umuuntu	u m u u n t u
7920	rain	JD64_Shubi	invura	i n v u r a
7921	road	JD64_Shubi	inzira	i n z i r a
7922	root	JD64_Shubi	umuzi	u m u z i
7923	salt	JD64_Shubi	umuɲu	u m u ɲ u
7924	sand	JD64_Shubi	umuseɲi	u m u s e ɲ i
7925	see	JD64_Shubi	kubona	k u b o n a
7926	send	JD64_Shubi	kurungika	k u r u n g i k a
7927	shame	JD64_Shubi	isoni	i s o n i
7928	sing	JD64_Shubi	kuririmba	k u r i r i m b a
7929	skin	JD64_Shubi	urusaato	u r u s a a t o
7930	sky	JD64_Shubi	ijuru	i j u r u
7931	sleep	JD64_Shubi	itiro	i t i r o
7932	smoke	JD64_Shubi	umwotsi	u m w o ts i
7933	snake	JD64_Shubi	inzoka	i n z o k a
7934	spear	JD64_Shubi	ichumu	i c h u m u
7935	steal	JD64_Shubi	kwiiba	k w i i b a
7936	stone	JD64_Shubi	ibuye	i b u j e
7937	sun	JD64_Shubi	izuuba	i z u u b a
7938	tail	JD64_Shubi	umuriizo	u m u r i i z o
7939	ten	JD64_Shubi	ichumi	i c h u m i
7940	three	JD64_Shubi	gatatu	g a t a t u
7941	tongue	JD64_Shubi	urulimi	u r u l i m i
7942	tooth	JD64_Shubi	igiiɲo	i g i i ɲ o
7943	tree	JD64_Shubi	igiti	i g i t i
7944	two	JD64_Shubi	kabiri	k a b i r i
7945	urine	JD64_Shubi	inkali	i n k a l i
7946	village	JD64_Shubi	itʃaaro	i tʃ a a r o
7947	vomit	JD64_Shubi	gutanaka	g u t a n a k a
7948	walk	JD64_Shubi	kugenda namaguru	k u g e n d a n a m a g u r u
7949	war	JD64_Shubi	ingwaano	i n g w a a n o
7950	water	JD64_Shubi	amaazi	a m a a z i
7951	wind	JD64_Shubi	umuyaga	u m u j a g a
7952	woman	JD64_Shubi	umugore	u m u g o r e
7953	dew	JD64_Shubi	urume	u r u m e
7954	iron	JD64_Shubi	ichuuma	i c h u u m a
7955	animal	JD65_Hangaza	iɲama	i ɲ a m a
7956	arm	JD65_Hangaza	ukuboko	u k u b o k o
7957	ashes	JD65_Hangaza	umuɲota	u m u ɲ o t a
7958	bark	JD65_Hangaza	ikishishwa	i k i s h i s h w a
7959	bed	JD65_Hangaza	ubulili	u b u l i l i
7960	belly	JD65_Hangaza	inda	i n d a
7961	big	JD65_Hangaza	kinini	k i n i n i
7962	bird	JD65_Hangaza	iɲoni	i ɲ o n i
7963	bite	JD65_Hangaza	kudya ameɲo	k u d j a a m e ɲ o
7964	blood	JD65_Hangaza	ishagama	i s h a g a m a
7965	bone	JD65_Hangaza	igufa	i g u f a
7966	breast	JD65_Hangaza	amabele	a m a b e l e
7967	burn	JD65_Hangaza	kw-aka	k w a k a
7968	child	JD65_Hangaza	umwana	u m w a n a
7969	cloud	JD65_Hangaza	ikichu	i k i c h u
7970	come	JD65_Hangaza	ingo	i n g o
7971	count	JD65_Hangaza	(ku)haluura	h a l u u r a
7972	die	JD65_Hangaza	kupfa	k u p f a
7973	dog	JD65_Hangaza	imbwa	i m b w a
7974	drink	JD65_Hangaza	kuɲwa	k u ɲ w a
7975	ear	JD65_Hangaza	ukutwi	u k u t w i
7976	eat	JD65_Hangaza	ukudʸa	u k u d j a
7977	egg	JD65_Hangaza	ihuli	i h u l i
7978	elephant	JD65_Hangaza	inzovu	i n z o v u
7979	eye	JD65_Hangaza	ijisho	i j i s h o
7980	face	JD65_Hangaza	mumaso	m u m a s o
7981	fall	JD65_Hangaza	kugwa	k u g w a
7982	fat, oil	JD65_Hangaza	amavuta	a m a v u t a
7983	feather	JD65_Hangaza	amoya	a m o j a
7984	fingernail	JD65_Hangaza	ichara	i c h a r a
7985	fire	JD65_Hangaza	umurilo	u m u r i l o
7986	fire-wood	JD65_Hangaza	inkwi	i n k w i
7987	fish	JD65_Hangaza	ifi	i f i
7988	five	JD65_Hangaza	katanu	k a t a n u
7989	fly	JD65_Hangaza	kuguruka	k u g u r u k a
7990	four	JD65_Hangaza	bine	b i n e
7991	give	JD65_Hangaza	kutanga	k u t a n g a
7992	goat	JD65_Hangaza	impene	i m p e n e
7993	ground, soil	JD65_Hangaza	ivu	i v u
7994	hair	JD65_Hangaza	umushatsi	u m u s h a ts i
7995	head	JD65_Hangaza	umutwe	u m u t w e
7996	hear	JD65_Hangaza	kwumva	k w u m v a
7997	heart	JD65_Hangaza	umutima	u m u t i m a
7998	horn	JD65_Hangaza	isanga	i s a n g a
7999	house	JD65_Hangaza	inzu	i n z u
8000	hunger	JD65_Hangaza	inzara	i n z a r a
8001	intestine	JD65_Hangaza	amara	a m a r a
8002	kill	JD65_Hangaza	kwicha	k w i c h a
8003	knee	JD65_Hangaza	ivi	i v i
8004	knife	JD65_Hangaza	imbugita	i m b u g i t a
8005	know	JD65_Hangaza	kumeɲa	k u m e ɲ a
8006	leaf	JD65_Hangaza	ibabi	i b a b i
8007	leg	JD65_Hangaza	ukuguru	u k u g u r u
8008	liver	JD65_Hangaza	ikitigu	i k i t i g u
8009	louse	JD65_Hangaza	inda	i n d a
8010	man	JD65_Hangaza	umugabo	u m u g a b o
8011	moon	JD65_Hangaza	ukwezi	u k w e z i
8012	mouth	JD65_Hangaza	umunwa	u m u n w a
8013	name	JD65_Hangaza	izina	i z i n a
8014	navel	JD65_Hangaza	umukondo	u m u k o n d o
8015	neck	JD65_Hangaza	izosi	i z o s i
8016	night	JD65_Hangaza	ijora	i j o r a
8017	nose	JD65_Hangaza	izuru	i z u r u
8018	one	JD65_Hangaza	kimwe	k i m w e
8019	person	JD65_Hangaza	umuntu	u m u n t u
8020	rain	JD65_Hangaza	imvula	i m v u l a
8021	road	JD65_Hangaza	ikayira	i k a j i r a
8022	root	JD65_Hangaza	umuzi	u m u z i
8023	salt	JD65_Hangaza	umuɲo	u m u ɲ o
8024	sand	JD65_Hangaza	umuseɲi	u m u s e ɲ i
8025	see	JD65_Hangaza	kubona	k u b o n a
8026	send	JD65_Hangaza	kurungika	k u r u n g i k a
8027	shame	JD65_Hangaza	isoni	i s o n i
8028	sing	JD65_Hangaza	kuririmba	k u r i r i m b a
8029	skin	JD65_Hangaza	urusaato	u r u s a a t o
8030	sky	JD65_Hangaza	ijuru	i j u r u
8031	sleep	JD65_Hangaza	itiro	i t i r o
8032	smoke	JD65_Hangaza	umwotsi	u m w o ts i
8033	snake	JD65_Hangaza	inzoka	i n z o k a
8034	spear	JD65_Hangaza	ichumu	i c h u m u
8035	steal	JD65_Hangaza	kwiiba	k w i i b a
8036	stone	JD65_Hangaza	ibuye	i b u j e
8037	sun	JD65_Hangaza	izuba	i z u b a
8038	tail	JD65_Hangaza	umulizo	u m u l i z o
8039	ten	JD65_Hangaza	chumi	c h u m i
8040	three	JD65_Hangaza	bitatu	b i t a t u
8041	tongue	JD65_Hangaza	urulimi	u r u l i m i
8042	tooth	JD65_Hangaza	idyiɲo	i d j i ɲ o
8043	tree	JD65_Hangaza	ikiti	i k i t i
8044	two	JD65_Hangaza	-bili	b i l i
8045	urine	JD65_Hangaza	inkari	i n k a r i
8046	village	JD65_Hangaza	icharo	i c h a r o
8047	vomit	JD65_Hangaza	kudahwa	k u d a h w a
8048	walk	JD65_Hangaza	gendagenda	g e n d a g e n d a
8049	war	JD65_Hangaza	ingwano	i n g w a n o
8050	water	JD65_Hangaza	amazi	a m a z i
8051	wind	JD65_Hangaza	umuyaga	u m u j a g a
8052	woman	JD65_Hangaza	umugole	u m u g o l e
8053	dew	JD65_Hangaza	urume	u r u m e
8054	iron	JD65_Hangaza	ichuma	i c h u m a
8055	animal	JD66_Kiha	iɲama	i ɲ a m a
8056	arm	JD66_Kiha	ukuβoko	u k u β o k o
8057	ashes	JD66_Kiha	umuɲota	u m u ɲ o t a
8058	bark	JD66_Kiha	ikigula	i k i g u l a
8059	bed	JD66_Kiha	uβulili	u β u l i l i
8060	belly	JD66_Kiha	inda	i n d a
8061	big	JD66_Kiha	-kulu	k u l u
8062	bird	JD66_Kiha	inzeeβa	i n z e e β a
8063	bite	JD66_Kiha	ukudy'ameɲo	u k u d j a m e ɲ o
8064	blood	JD66_Kiha	amaraso	a m a r a s o
8065	bone	JD66_Kiha	igufa	i g u f a
8066	breast	JD66_Kiha	iβeele	i β e e l e
8067	burn	JD66_Kiha	ukwaka	u k w a k a
8068	child	JD66_Kiha	umwaana	u m w a a n a
8069	cloud	JD66_Kiha	igiho	i g i h o
8070	come	JD66_Kiha	ukuuza	u k u u z a
8071	count	JD66_Kiha	uguhaluula	u g u h a l u u l a
8072	die	JD66_Kiha	ugupha	u g u p h a
8073	dog	JD66_Kiha	imbwa	i m b w a
8074	drink	JD66_Kiha	ukungwa	u k u n g w a
8075	ear	JD66_Kiha	ugutwi	u g u t w i
8076	eat	JD66_Kiha	ukudʸa	u k u d j a
8077	egg	JD66_Kiha	igi	i g i
8078	elephant	JD66_Kiha	indzovu	i n d z o v u
8079	eye	JD66_Kiha	idyiso	i d j i s o
8080	face	JD66_Kiha	iruhanga	i r u h a n g a
8081	fall	JD66_Kiha	ukugwa	u k u g w a
8082	fat, oil	JD66_Kiha	amavuta	a m a v u t a
8083	feather	JD66_Kiha	ugwoya	u g w o j a
8084	fingernail	JD66_Kiha	uruzaara	u r u z a a r a
8085	fire	JD66_Kiha	umulilo	u m u l i l o
8086	fire-wood	JD66_Kiha	urukwi	u r u k w i
8087	fish	JD66_Kiha	ifi	i f i
8088	five	JD66_Kiha	gatanu	g a t a n u
8089	fly	JD66_Kiha	ukuguruka	u k u g u r u k a
8090	four	JD66_Kiha	kane	k a n e
8091	give	JD66_Kiha	uguha	u g u h a
8092	goat	JD66_Kiha	impene	i m p e n e
8093	ground, soil	JD66_Kiha	iβivu	i β i v u
8094	hair	JD66_Kiha	uruzwili	u r u z w i l i
8095	head	JD66_Kiha	umutwe	u m u t w e
8096	hear	JD66_Kiha	ukumva	u k u m v a
8097	heart	JD66_Kiha	umutima	u m u t i m a
8098	horn	JD66_Kiha	ihembe	i h e m b e
8099	house	JD66_Kiha	inzu	i n z u
8100	hunger	JD66_Kiha	inzara	i n z a r a
8101	intestine	JD66_Kiha	urusogi	u r u s o g i
8102	kill	JD66_Kiha	ukwicha	u k w i c h a
8103	knee	JD66_Kiha	ivi	i v i
8104	knife	JD66_Kiha	intambi	i n t a m b i
8105	know	JD66_Kiha	ukumeɲa	u k u m e ɲ a
8106	leaf	JD66_Kiha	iβaβi	i β a β i
8107	leg	JD66_Kiha	ukuguru	u k u g u r u
8108	liver	JD66_Kiha	igitiku	i g i t i k u
8109	louse	JD66_Kiha	inda	i n d a
8110	man	JD66_Kiha	-gaβo	g a β o
8111	moon	JD66_Kiha	ukweezi	u k w e e z i
8112	mouth	JD66_Kiha	umunwa	u m u n w a
8113	name	JD66_Kiha	izina	i z i n a
8114	navel	JD66_Kiha	umukondo	u m u k o n d o
8115	neck	JD66_Kiha	izosi	i z o s i
8116	night	JD66_Kiha	ijoro	i j o r o
8117	nose	JD66_Kiha	izuuru	i z u u r u
8118	one	JD66_Kiha	mbele	m b e l e
8119	person	JD66_Kiha	umuntu	u m u n t u
8120	rain	JD66_Kiha	imvura	i m v u r a
8121	road	JD66_Kiha	inzila	i n z i l a
8122	root	JD66_Kiha	umuzi	u m u z i
8123	salt	JD66_Kiha	umuuɲu	u m u u ɲ u
8124	sand	JD66_Kiha	umusheɲi	u m u s h e ɲ i
8125	see	JD66_Kiha	ukuβona	u k u β o n a
8126	send	JD66_Kiha	ugutuma	u g u t u m a
8127	shame	JD66_Kiha	insoni	i n s o n i
8128	sing	JD66_Kiha	ukulilimba	u k u l i l i m b a
8129	skin	JD66_Kiha	urushaato	u r u s h a a t o
8130	sky	JD66_Kiha	ijuru	i j u r u
8131	sleep	JD66_Kiha	itiro	i t i r o
8132	smoke	JD66_Kiha	umwosi	u m w o s i
8133	snake	JD66_Kiha	inzoka	i n z o k a
